,HH_ID,I_Cookstove__id,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13a,I13b,I14__111,I14__1,I14__2,I14__3,I14__4,I14__5,I14__6,I14__7,I14__8,I14__9,I14__10,I14__11,I14__12,I15,I16,I16_oth,I17,I18,I19a,I19b,I20a,I20b,I21,I22,I23,I24,I25,I26,I27,I31__1,I31__2,I31__3,I31__4,I31__5,I31__6,I31__7,I31__8,I31__9,I32,I32_oth,I33,I35,I36a,I36b,interview__key
3440,11011518108103.0,1,Koresone Stove,"Purchased, upfront",Head,2500.0,,No,BUTTERFLY,500.0,,1.0,2,1,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,"In dwelling, in a sleeping area",,,,Kerosene,Not applicable,Always available,,2,5,2,30,0,40,5,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,1100,,06-30-97-12
3441,11011518108503.0,1,LPG/Natural Gas Stove,"Purchased, upfront",Head,25000.0,,Yes,son,15000.0,,4.0,2,7,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,"In dwelling, NOT in sleeping area",,,,LPG/cooking gas,Not applicable,Always available,,1,7,3,120,30,60,0,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,5000,,11-55-66-94
3442,11011518108807.0,1,Manufactured Stove Traditional,"Purchased, upfront",Head,500.0,,Yes,none,0.0,,1.0,8,0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,"In dwelling, in a sleeping area",,No,,Kerosene,Not applicable,Mostly available,,1,7,1,30,0,0,7,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,500,,08-84-37-63
3443,11011518108807.0,2,Manufactured Stove Traditional,Receive for free,,,Friend/ relative,Yes,don't know,0.0,,1.0,1,0,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Moveable,In a veranda (roofed platform with at least two open sides),,,,Charcoal,Not applicable,Mostly available,,15,0,0,0,0,0,0,No,No,No,No,No,No,No,No,Yes,,,No,,50,,08-84-37-63
3444,11011518108905.0,1,3-Stone/Open Fire Stove,,,,,,,,,,9,2,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,Outdoors,,,,Wood purchased,Not applicable,Always available,,4,7,3,30,20,120,20,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,6000,,96-75-69-36
3445,11011518108905.0,2,Manufactured Stove Traditional,"Purchased, upfront",Head,1000.0,,Yes,888,500.0,,1.0,9,0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,Outdoors,,,,Charcoal,Not applicable,Always available,,10,6,2,30,60,0,1,No,No,No,No,No,No,No,No,Yes,,,No,,3000,,96-75-69-36
3446,11011518108906.0,1,Koresone Stove,"Purchased, upfront",Head,1500.0,,No,Butterfly,1000.0,,1.0,8,0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,In a separate kitchen,,,,Kerosene,Not applicable,Mostly available,,10,7,2,50,0,45,0,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,800,,66-28-71-01
3447,11011518108906.0,2,,,,,,,,,Yes,,0,5,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Moveable,In a veranda (roofed platform with at least two open sides),,,,Charcoal,Not applicable,Sometimes available,,30,5,1,20,0,0,30,No,No,No,No,No,No,No,No,Yes,,,No,,1500,,66-28-71-01
3448,11011518108911.0,1,,,,,,,,,Yes,,6,11,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,Outdoors,,,,Charcoal,Not applicable,Always available,,3,7,3,15,20,25,10,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,4700,,35-22-99-24
3449,11011520780101.0,1,Koresone Stove,"Purchased, upfront",Head,7000.0,,Yes,butterfly,7500.0,,1.0,10,0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,In a separate kitchen,,,,Kerosene,Not applicable,Always available,,3,7,3,30,45,60,15,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,3000,,30-93-81-68
3450,11011520780201.0,1,Koresone Stove,"Purchased, upfront",Wife/Spouse,4000.0,,Yes,butterfly,2000.0,,1.0,5,5,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Fixed,"In dwelling, NOT in sleeping area",,,,Kerosene,Not applicable,Always available,,1,0,0,0,0,0,0,No,No,No,No,No,No,No,No,Yes,,,No,,950,,54-56-36-97
3451,11011520780201.0,2,Electric Stove,"Purchased, upfront",Head,7000.0,,No,I dont know the model,3000.0,,2.0,1,5,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,"In dwelling, NOT in sleeping area",,,,Electric,Not applicable,Always available,,1,7,2,120,0,60,15,No,No,No,No,No,No,No,No,Yes,,,No,,0,,54-56-36-97
3452,11011520780201.0,3,3-Stone/Open Fire Stove,,,,,,,,,,4,11,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Fixed,In a separate kitchen,,,,Wood purchased,Kerosene,Always available,Always available,2,7,7,300,0,0,30,No,No,No,No,No,No,No,No,Yes,,,Yes,No,1600,0.0,54-56-36-97
3453,11011520780301.0,1,3-Stone/Open Fire Stove,,,,,,,,,,2,11,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Fixed,Outdoors,,,,Wood purchased,Kerosene,Always available,Always available,2,7,2,60,0,80,0,No,Yes,No,No,No,No,No,No,No,Yes,,Yes,Yes,1000,1000.0,42-65-81-87
3454,11011520780301.0,2,Koresone Stove,"Purchased, upfront",Head,2000.0,,No,no model,600.0,,1.0,5,11,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Moveable,In a separate kitchen,,,,Kerosene,Not applicable,Always available,,2,0,0,0,0,0,0,No,No,No,No,No,No,No,No,Yes,,,No,,0,,42-65-81-87
3455,11011520780301.0,3,Electric Stove,"Purchased, upfront",Head,2500.0,,No,o,300.0,,1.0,0,2,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Moveable,In a separate kitchen,,,,Electric,Not applicable,Mostly available,,2,7,5,30,60,0,7,No,No,No,No,No,No,No,No,Yes,,,Yes,No,0,,42-65-81-87
3456,11011520780705.0,1,Koresone Stove,"Purchased, upfront",Wife/Spouse,1800.0,,Yes,Butterfly,900.0,,2.0,4,0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,"In dwelling, NOT in sleeping area",,,,Kerosene,Not applicable,Always available,,2,7,2,0,45,120,0,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,1200,,07-13-22-63
3457,11011520780705.0,2,Electric Stove,"Purchased, upfront",Wife/Spouse,3500.0,,Yes,Thermocool,3000.0,,1.0,1,3,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,"In dwelling, NOT in sleeping area",,,,Electric,Not applicable,Always available,,3,7,1,60,0,0,15,No,No,No,No,No,No,No,No,Yes,,,Yes,No,0,,07-13-22-63
3458,11011520780802.0,1,Koresone Stove,"Purchased, upfront",Wife/Spouse,3500.0,,No,it's green in colour four corner shape but the woman don't know the model and is not on the cookstove,1500.0,,1.0,4,0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,In a separate kitchen,,,,Kerosene,Not applicable,Always available,,1,7,2,60,0,60,10,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,1000,,29-36-45-76
3459,11011520780802.0,2,Electric Stove,"Purchased, upfront",Wife/Spouse,5000.0,,No,No name on it and respondent don't know the model but is Rectangle in shape has two burner,4000.0,,2.0,2,0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Fixed,In a separate kitchen,,,,Electric,Not applicable,Sometimes available,,2,6,2,60,0,60,30,No,No,No,No,No,No,No,No,Yes,,,Yes,No,0,,29-36-45-76
3460,11011520780903.0,1,LPG/Natural Gas Stove,"Purchased, upfront",Wife/Spouse,7000.0,,No,SHE DON'T KNOW,5000.0,,1.0,2,888,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,"In dwelling, NOT in sleeping area",,,,LPG/cooking gas,Not applicable,Always available,,1,7,2,60,0,180,30,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,3500,,38-50-10-35
3461,11011520780903.0,2,Koresone Stove,"Purchased, upfront",Wife/Spouse,1500.0,,No,LOCAL MADE,500.0,,1.0,8,888,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Moveable,"In dwelling, NOT in sleeping area",,,,Kerosene,Not applicable,Sometimes available,,1,0,0,0,0,0,0,No,No,No,No,No,No,No,No,Yes,,,No,,0,,38-50-10-35
3462,11011520780903.0,3,Electric Stove,"Purchased, upfront",Head,2500.0,,No,SUPER SONY JAPAN,1000.0,,1.0,2,888,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,"In dwelling, NOT in sleeping area",,,,Electric,Not applicable,Mostly available,,1,7,7,60,0,60,30,No,No,No,No,No,No,No,No,Yes,,,Yes,No,0,,38-50-10-35
3463,11011520781001.0,1,LPG/Natural Gas Stove,"Purchased, upfront",Head,5000.0,,No,Total,4000.0,,1.0,5,3,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,In a separate kitchen,,,,Piped Natural Gas,Not applicable,Always available,,1,7,3,1,1,1,0,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,1600,,77-67-22-68
3464,11011520781001.0,2,3-Stone/Open Fire Stove,,,,,,,,,,10,0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,Outdoors,,,,Wood purchased,Not applicable,Sometimes available,,5,5,1,3,0,3,2,No,No,No,No,No,No,No,No,Yes,,,Yes,No,2500,,77-67-22-68
3465,11011520781001.0,3,,,,,,,,,Yes,,1,6,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Moveable,Outdoors,,,,Kerosene,Garbage/plastic,Always available,Always available,5,5,2,1,1,2,0,No,No,No,No,No,No,No,No,Yes,,,Yes,No,500,0.0,77-67-22-68
3466,11011520781002.0,1,Koresone Stove,"Purchased, upfront",Wife/Spouse,2200.0,,Yes,butterfly,1800.0,,1.0,7,11,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Fixed,"In dwelling, NOT in sleeping area",,,,Kerosene,Not applicable,Sometimes available,,2,7,3,2,60,30,1,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,2000,,53-88-38-46
3467,11011520781002.0,2,Electric Stove,"Purchased, upfront",Wife/Spouse,3000.0,,Yes,0,200.0,,1.0,7,1,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Fixed,"In dwelling, NOT in sleeping area",,,,Electric,Not applicable,Sometimes available,,1,1,1,2,0,0,2,No,No,No,No,No,No,No,No,Yes,,,No,,0,,53-88-38-46
3468,11011520781003.0,1,Electric Stove,"Purchased, upfront",Head,2000.0,,No,Guno no model,1000.0,,1.0,0,11,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Moveable,"In dwelling, NOT in sleeping area",,,,Electric,Not applicable,Sometimes available,,1,7,2,30,60,2,0,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,0,,22-70-59-51
3469,11011520781003.0,2,Koresone Stove,"Purchased, upfront",Wife/Spouse,2000.0,,No,no Manufacturer or model,1000.0,,1.0,3,4,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,In a separate kitchen,,,,Kerosene,Not applicable,Mostly available,,1,3,1,0,0,45,3,No,No,No,No,No,No,No,No,Yes,,,No,,3000,,22-70-59-51
3470,11011520781101.0,1,Koresone Stove,"Purchased, upfront",Wife/Spouse,1200.0,,Yes,Emel,800.0,,1.0,1,2,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,In a separate kitchen,,,,Kerosene,Not applicable,Always available,,2,7,2,60,0,60,30,No,No,No,No,No,No,No,No,Yes,,,Yes,No,1000,,57-62-15-42
3471,11011520781101.0,2,Electric Stove,"Purchased, upfront",Head,1500.0,,No,Everest,1000.0,,1.0,1,0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,In a separate kitchen,,,,Electric,Not applicable,Always available,,2,7,7,30,0,60,20,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,0,,57-62-15-42
3472,11011520781102.0,1,Electric Stove,"Purchased, upfront",Wife/Spouse,2000.0,,No,it does not have model,600.0,,1.0,4,11,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,In a separate kitchen,,,,Wood purchased,Electric,Always available,Mostly available,2,5,2,150,0,20,10,No,No,No,No,No,No,No,No,Yes,,,No,,0,0.0,11-53-35-55
3473,11011520781102.0,2,3-Stone/Open Fire Stove,,,,,,,,,,3,11,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Fixed,"In dwelling, NOT in sleeping area",,,,Wood purchased,Not applicable,Always available,,5,7,1,30,0,0,1,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,1000,,11-53-35-55
3474,11011520781102.0,3,Koresone Stove,"Purchased, upfront",Wife/Spouse,2200.0,,No,no model,800.0,,1.0,4,11,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Moveable,In a separate kitchen,,,,Kerosene,Not applicable,Sometimes available,,2,2,0,0,0,0,0,No,No,No,No,No,No,No,No,Yes,,,No,,600,,11-53-35-55
3475,11011520781103.0,1,Koresone Stove,"Purchased, upfront",Head,3000.0,,No,NO NAME ON THIS STOVE,1500.0,,1.0,10,0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,"In dwelling, NOT in sleeping area",,,,Kerosene,Not applicable,Always available,,1,7,3,30,60,60,0,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,5000,,21-01-86-14
3476,11011520781103.0,2,Electric Stove,"Purchased, upfront",Head,6000.0,,No,NO NAME ON IT SHE DIDN'T BUY IT NEW,6000.0,,2.0,1,3,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,"In dwelling, NOT in sleeping area",,,,Electric,Not applicable,Mostly available,,1,7,2,15,0,30,0,No,No,No,No,No,No,No,No,Yes,,,No,,2000,,21-01-86-14
3477,11012517360201.0,1,3-Stone/Open Fire Stove,,,,,,,,,,8,11,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Fixed,In a separate kitchen,,,,Wood purchased,Not applicable,Mostly available,,1,7,3,10,30,60,15,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,6000,,81-88-23-60
3478,11012517360901.0,1,3-Stone/Open Fire Stove,,,,,,,,,,17,11,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Fixed,In a separate kitchen,,,,Wood purchased,Not applicable,Always available,,1,7,14,20,60,0,15,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,2000,,25-64-54-85
3479,11012517361301.0,1,3-Stone/Open Fire Stove,,,,,,,,,,1,11,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Fixed,In a separate kitchen,,,,Wood purchased,Not applicable,Always available,,1,7,14,0,60,0,7,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,18000,,12-05-78-63
3480,11012517361701.0,1,3-Stone/Open Fire Stove,,,,,,,,,,15,4,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Fixed,"In dwelling, NOT in sleeping area",,,,Wood purchased,Not applicable,Mostly available,,2,7,2,42,0,15,10,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,3000,,88-20-94-57
3481,11012517361702.0,1,3-Stone/Open Fire Stove,,,,,,,,,,4,2,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,"In dwelling, NOT in sleeping area",,,,Wood purchased,Not applicable,Mostly available,,2,7,3,20,80,10,10,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,1000,,85-70-98-08
3482,11012517362101.0,1,LPG/Natural Gas Stove,"Purchased, upfront",Wife/Spouse,2000.0,,No,there is no manufacturer no model name writting on it.,1200.0,,1.0,3,11,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,In a separate kitchen,,,,LPG/cooking gas,Not applicable,Always available,,1,7,3,20,10,15,5,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,4000,,01-34-82-89
3483,11012517362101.0,2,Koresone Stove,"Purchased, upfront",Wife/Spouse,2000.0,,No,it does not have model nor manufurer is foure corner in shep green in color.,500.0,,1.0,4,1,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,"In dwelling, NOT in sleeping area",,,,Kerosene,Not applicable,Mostly available,,1,3,3,0,60,0,0,No,No,No,No,No,No,No,No,Yes,,,No,,1000,,01-34-82-89
3484,11012517362201.0,1,3-Stone/Open Fire Stove,,,,,,,,,,9,3,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,In a separate kitchen,,,,Wood purchased,Not applicable,Mostly available,,5,7,11,120,120,180,0,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,1500,,02-89-75-55
3485,11012517362201.0,2,,,,,,,,,Yes,,3,2,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,In a separate kitchen,,No,,Charcoal,Not applicable,Mostly available,,7,7,7,60,60,0,105,No,No,No,No,No,No,No,No,Yes,,,No,,0,,02-89-75-55
3486,11012517362401.0,1,3-Stone/Open Fire Stove,,,,,,,,,,40,3,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Fixed,In a separate kitchen,,,,Wood purchased,Not applicable,Mostly available,,5,7,11,30,120,120,20,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,1600,,70-76-61-14
3487,11012517362401.0,2,,,,,,,,,Yes,,0,2,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Moveable,In a separate kitchen,,No,,Wood purchased,Not applicable,Mostly available,,5,7,4,30,0,0,105,No,No,No,No,No,No,No,No,Yes,,,No,,3000,,70-76-61-14
3488,11012517362401.0,3,Koresone Stove,"Purchased, upfront",Head,1200.0,,No,LOCALLY MADE,700.0,,1.0,5,5,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,Moveable,In a separate kitchen,,,,Kerosene,Not applicable,Always available,,2,0,0,0,0,0,0,No,No,No,No,No,No,No,No,Yes,,,No,,0,,70-76-61-14
3489,11012517362601.0,1,3-Stone/Open Fire Stove,,,,,,,,,,14,0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Fixed,Outdoors,,,,Wood purchased,Crop Residue/Plant Biomass,Mostly available,Sometimes available,3,7,2,60,0,120,30,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,21000,0.0,21-79-74-93
3490,11012517362902.0,1,Manufactured Stove Traditional,"Purchased, upfront",Wife/Spouse,400.0,,No,locally made,100.0,,1.0,4,5,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,In a veranda (roofed platform with at least two open sides),,,,Charcoal,Not applicable,Always available,,10,7,2,30,0,60,15,No,No,No,No,No,No,No,No,Yes,,,Yes,No,750,,40-20-29-89
3491,11012517362902.0,2,Electric Stove,"Purchased, upfront",Head,3000.0,,Yes,senior chef,2000.0,,1.0,0,7,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Moveable,"In dwelling, NOT in sleeping area",,,,Electric,Not applicable,Mostly available,,1,7,2,10,60,0,15,Yes,No,No,No,No,No,No,No,No,Yes,,Yes,Yes,0,,40-20-29-89
3492,11012517363001.0,1,3-Stone/Open Fire Stove,,,,,,,,,,4,0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Fixed,In a separate kitchen,,,,Wood purchased,Not applicable,Always available,,1,7,1,10,0,0,0,No,No,No,No,No,No,No,No,Yes,,,Yes,No,4500,,86-09-35-53
3493,11012517363001.0,2,Manufactured Stove Traditional,"Purchased, upfront",Wife/Spouse,500.0,,No,locally made,400.0,,1.0,3,2,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,In a separate kitchen,,No,,Charcoal,Not applicable,Mostly available,,3,7,2,3,0,120,30,No,No,No,No,No,No,No,No,Yes,,,Yes,No,1500,,86-09-35-53
3494,11012517363001.0,3,Koresone Stove,"Purchased, upfront",Wife/Spouse,1500.0,,Yes,Butterfly,1000.0,,1.0,7,0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,"In dwelling, in a sleeping area",,,,Kerosene,Not applicable,Always available,,1,7,1,60,0,0,15,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,500,,86-09-35-53
3495,11012517363301.0,1,3-Stone/Open Fire Stove,,,,,,,,,,30,0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Fixed,Outdoors,,,,Wood purchased,Not applicable,Mostly available,,5,7,2,7,0,4,10,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,3500,,61-95-32-80
3496,11012517364501.0,1,3-Stone/Open Fire Stove,,,,,,,,,,5,0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Fixed,Outdoors,,,,Wood purchased,Not applicable,Mostly available,,5,7,3,5,3,4,7,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,8000,,59-98-28-80
3497,11012517364501.0,2,Koresone Stove,"Purchased, upfront",Head,7000.0,,No,Butterfly,7000.0,,1.0,2,0,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Moveable,Outdoors,,,,Kerosene,Not applicable,Mostly available,,3,5,3,3,2,3,0,No,No,No,No,No,No,No,No,Yes,,,No,,4800,,59-98-28-80
3498,11012517364901.0,1,3-Stone/Open Fire Stove,,,,,,,,,,5,0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Fixed,Outdoors,,,,Wood purchased,Not applicable,Mostly available,,5,7,3,5,3,2,2,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,3000,,54-15-42-82
3499,11012518400204.0,1,3-Stone/Open Fire Stove,,,,,,,,,,3,11,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Fixed,In a separate kitchen,,,,Wood purchased,Not applicable,Always available,,1,7,2,15,60,0,1,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,15000,,94-51-09-75
3500,11012518400208.0,1,LPG/Natural Gas Stove,"Purchased, upfront",Head,6000.0,,No,Total,7000.0,,1.0,4,0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,"In dwelling, NOT in sleeping area",,,,LPG/cooking gas,Not applicable,Always available,,3,7,3,15,40,15,2,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,2000,,71-80-87-11
3501,11012518400211.0,1,LPG/Natural Gas Stove,"Purchased, upfront",Head,8000.0,,Yes,total,10000.0,,2.0,2,5,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,In a separate kitchen,,,,Piped Natural Gas,Not applicable,Always available,,2,7,3,15,35,50,20,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,6000,,07-68-31-53
3502,11012518400212.0,1,LPG/Natural Gas Stove,"Purchased, upfront",Head,5500.0,,Yes,Original Blessed,4500.0,,1.0,2,4,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,"In dwelling, in a sleeping area",,,,LPG/cooking gas,Not applicable,Always available,,5,7,3,60,30,25,15,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,1200,,76-72-37-70
3503,11012518400602.0,1,3-Stone/Open Fire Stove,,,,,,,,,,5,0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Fixed,Outdoors,,,,Wood purchased,Not applicable,Always available,,5,7,2,1,2,0,30,No,No,No,No,No,No,No,No,Yes,,,Yes,No,13000,,91-95-42-38
3504,11012518400602.0,2,Koresone Stove,"Purchased, upfront",Wife/Spouse,400.0,,No,Butterfly,100.0,,1.0,30,8,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,"In dwelling, in a sleeping area",,,,Kerosene,Not applicable,Always available,,1,7,4,30,45,120,15,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,2000,,91-95-42-38
3505,11012518400602.0,3,Manufactured Stove Traditional,"Purchased, upfront",Wife/Spouse,350.0,,No,locally made,200.0,,1.0,3,5,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,Outdoors,,,,Charcoal,Not applicable,Mostly available,,5,1,1,0,120,0,0,No,No,No,No,No,No,No,No,Yes,,,No,,0,,91-95-42-38
3506,11012518400602.0,4,LPG/Natural Gas Stove,"Purchased, upfront",Wife/Spouse,888.0,,No,888,4000.0,,1.0,4,0,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,Moveable,"In dwelling, in a sleeping area",,,,LPG/cooking gas,Not applicable,Sometimes available,,2,0,0,0,0,0,0,No,No,No,No,No,No,No,No,Yes,,,No,,0,,91-95-42-38
3507,11012518400603.0,1,3-Stone/Open Fire Stove,,,,,,,,,,2,0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Fixed,Outdoors,,,,Wood purchased,Garbage/plastic,Mostly available,Always available,5,7,3,5,3,3,3,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,2000,0.0,65-93-81-56
3508,11012518400603.0,2,Koresone Stove,"Purchased, upfront",Head,5000.0,,No,Butterfly,3000.0,,1.0,1,3,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,"In dwelling, in a sleeping area",,,,Kerosene,Not applicable,Mostly available,,3,7,14,3,3,2,0,No,No,No,No,No,No,No,No,Yes,,,No,,2000,,65-93-81-56
3509,11012518400603.0,3,,,,,,,,,Yes,,1,0,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Moveable,Outdoors,,,,Charcoal,Garbage/plastic,Always available,Always available,5,4,1,5,3,4,5,No,No,No,No,No,No,No,No,Yes,,,No,,2000,0.0,65-93-81-56
3510,11012518402403.0,1,Koresone Stove,"Purchased, upfront",Head,2500.0,,No,it does not have is four corner in shep.,2500.0,,1.0,7,2,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,"In dwelling, NOT in sleeping area",,,,Kerosene,Not applicable,Always available,,1,7,3,20,120,15,10,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,5000,,00-96-09-41
3511,11012518402901.0,1,Manufactured Stove Traditional,Receive for free,,,Friend/ relative,No,LOCALLY MADE,1000.0,,1.0,6,888,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,Outdoors,,,,Charcoal,Not applicable,Mostly available,,20,7,7,30,0,180,30,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,30,,17-23-52-95
3512,11012518402901.0,2,Koresone Stove,"Purchased, upfront",Wife/Spouse,3500.0,,Yes,SHE DON'T KNOW,2000.0,,1.0,6,888,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Moveable,Outdoors,,,,Kerosene,Not applicable,Mostly available,,2,0,0,0,0,0,0,No,No,No,No,No,No,No,No,Yes,,,No,,270,,17-23-52-95
3513,11012518402906.0,1,Electric Stove,"Purchased, upfront",Head,3000.0,,Yes,She can not remember Manufacturer and the model.,1200.0,,1.0,2,3,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,In a veranda (roofed platform with at least two open sides),,,,Electric,Not applicable,Always available,,1,7,2,50,0,100,1,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,0,,76-60-78-18
3514,11012518402906.0,2,Koresone Stove,"Purchased, upfront",Head,2500.0,,No,no manufacturer nor model,800.0,,1.0,10,0,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,"In dwelling, in a sleeping area",,,,Kerosene,Not applicable,Mostly available,,2,1,1,0,15,0,0,No,No,No,No,No,No,No,No,Yes,,,No,,900,,76-60-78-18
3515,11012518403201.0,1,3-Stone/Open Fire Stove,,,,,,,,,,1,11,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Moveable,In a separate kitchen,,,,Wood purchased,Not applicable,Always available,,3,7,4,30,0,90,30,No,No,No,No,No,No,No,No,Yes,,,Yes,Yes,2800,,96-19-42-83
