,HHID,Number_of_items,C109,C110,C111,C112
3052,07640101801038,,,,,
3053,07640101801043,,,,,
3054,07640101801062,,,,,
3055,07640101801081,,,,,
3056,07640101801100,,,,,
3057,07640101801119,,,,,
3058,07640101801138,,,,,
3059,07640101801157,,,,,
3060,07640300502002,,,,,
3061,07640300502005,,,,,
3062,07640300502006,,,,,
3063,07640300502008,,,,,
3064,07640300502011,,,,,
3065,07640300502014,,,,,
3066,07640300502017,,,,,
3067,07640300502020,,,,,
3068,07640300502023,,,,,
3069,07640300502026,,,,,
3070,07640300502062,,,,,
3071,07640300502118,,,,,
3072,07650101206007,,,,,
3073,07650101206025,,,,,
3074,07650101206043,,,,,
3075,07650101206061,,,,,
3076,07650101206079,,,,,
3077,07650101206097,,,,,
3078,07650101206115,,,,,
3079,07650101206133,,,,,
3080,07650101206151,,,,,
3081,07650101206169,,,,,
3082,07650101206187,,,,,
3083,07650101206205,,,,,
3084,07650105703009,,,,,
3085,07650105703027,,,,,
3086,07650105703045,,,,,
3087,07650105703063,,,,,
3088,07650105703081,,,,,
3089,07650105703099,,,,,
3090,07650105703117,,,,,
3091,07650105703135,,,,,
3092,07650105703153,,,,,
3093,07650105703171,,,,,
3094,07650105703189,,,,,
3095,07650105703207,,,,,
3096,07661900106001,,,,,
3097,07661900106002,,,,,
3098,07661900106003,,,,,
3099,07661900106004,,,,,
3100,07661900106005,,,,,
3101,07661900106006,,,,,
3102,07661900106007,,,,,
3103,07661900106008,,,,,
3104,07661900106009,,,,,
3105,07661900106010,,,,,
3106,07661900106011,,,,,
3107,07661900106012,,,,,
3108,07661900421004,,,,,
3109,07661900421013,,,,,
3110,07661900421022,,,,,
3111,07661900421031,,,,,
3112,07661900421040,,,,,
3113,07661900421049,,,,,
3114,07661900421058,1.0,2.0,1.0,1.0,1.0
3115,07661900421067,,,,,
3116,07661900421076,,,,,
3117,07661900421085,,,,,
3118,07661900421094,,,,,
3119,07661900421103,,,,,
3120,07661900703002,,,,,
3121,07661900703011,,,,,
3122,07661900703012,,,,,
3123,07661900703020,,,,,
3124,07661900703038,,,,,
3125,07661900703056,,,,,
3126,07661900703074,,,,,
3127,07661900703092,,,,,
3128,07661900703146,,,,,
3129,07661900703164,,,,,
3130,07661900703182,,,,,
3131,07661900703200,,,,,
3132,12670300101001,,,,,
3133,12670300101002,,,,,
3134,12670300101003,,,,,
3135,12670300101004,,,,,
3136,12670300101005,,,,,
3137,12670300101006,,,,,
3138,12670300101007,,,,,
3139,12670300101008,,,,,
3140,12670300101009,,,,,
3141,12670300101010,,,,,
3142,12670300101011,,,,,
3143,12670300101012,,,,,
3144,12670500701001,,,,,
3145,12670500701002,,,,,
3146,12670500701003,,,,,
3147,12670500701004,,,,,
3148,12670500701005,,,,,
3149,12670500701006,,,,,
3150,12670500701007,,,,,
3151,12670500701008,,,,,
3152,12670500701009,,,,,
3153,12670500701010,,,,,
3154,12670500701011,,,,,
3155,12670500701012,,,,,
3156,12670600303001,,,,,
3157,12670600303002,,,,,
3158,12670600303003,,,,,
3159,12670600303004,,,,,
3160,12670600303005,,,,,
3161,12670600303006,,,,,
3162,12670600303007,,,,,
3163,12670600303008,,,,,
3164,12670600303009,,,,,
3165,12670600303010,,,,,
3166,12670600303011,,,,,
3167,12670600303012,,,,,
3168,12680100101001,,,,,
3169,12680100101002,,,,,
3170,12680100101003,,,,,
3171,12680100101004,,,,,
3172,12680100101005,,,,,
3173,12680100101006,,,,,
3174,12680100101007,,,,,
3175,12680100101008,,,,,
3176,12680100101009,,,,,
3177,12680100101010,,,,,
3178,12680100101011,,,,,
3179,12680100101012,,,,,
3180,12690101901001,,,,,
3181,12690101901002,,,,,
3182,12690101901003,,,,,
3183,12690101901004,,,,,
3184,12690101901005,,,,,
3185,12690101901006,,,,,
3186,12690101901007,,,,,
3187,12690101901008,,,,,
3188,12690101901009,,,,,
3189,12690101901010,,,,,
3190,12690101901011,,,,,
3191,12690101901012,,,,,
3192,13700100405001,,,,,
3193,13700100405002,,,,,
3194,13700100405003,,,,,
3195,13700100405004,,,,,
3196,13700100405005,,,,,
3197,13700100405006,,,,,
3198,13700100405007,,,,,
3199,13700100405008,,,,,
3200,13700100405009,,,,,
3201,13700100405010,,,,,
3202,13700100405011,,,,,
3203,13700100405012,,,,,
3204,13700100901001,,,,,
3205,13700100901002,,,,,
3206,13700100901003,,,,,
3207,13700100901004,,,,,
3208,13700100901005,,,,,
3209,13700100901006,,,,,
3210,13700100901007,,,,,
3211,13700100901008,,,,,
3212,13700100901009,,,,,
3213,13700100901010,,,,,
3214,13700100901011,,,,,
3215,13700100901012,,,,,
3216,13700101407001,,,,,
3217,13700101407002,,,,,
3218,13700101407003,,,,,
3219,13700101407004,,,,,
3220,13700101407005,,,,,
3221,13700101407006,,,,,
3222,13700101407007,,,,,
3223,13700101407008,,,,,
3224,13700101407009,,,,,
3225,13700101407010,,,,,
3226,13700101407011,,,,,
3227,13700101407012,,,,,
3228,13700101901001,,,,,
3229,13700101901002,,,,,
3230,13700101901003,,,,,
3231,13700101901004,,,,,
3232,13700101901005,,,,,
3233,13700101901006,,,,,
3234,13700101901007,,,,,
3235,13700101901008,,,,,
3236,13700101901009,,,,,
3237,13700101901010,,,,,
3238,13700101901011,,,,,
3239,13700101901012,,,,,
3240,14720100113001,,,,,
3241,14720100113002,,,,,
3242,14720100113003,,,,,
3243,14720100113004,,,,,
3244,14720100113006,,,,,
3245,14720100113007,,,,,
3246,14720100113008,,,,,
3247,14720100113009,,,,,
3248,14720100113010,,,,,
3249,14720100113011,,,,,
3250,14720100113012,,,,,
3251,14720100113013,,,,,
3252,14720100113014,,,,,
3253,14720100113015,,,,,
3254,14720100113016,,,,,
3255,14720100113017,,,,,
3256,14720100113018,,,,,
3257,14720100113019,,,,,
3258,14720100113020,,,,,
3259,14720100211001,,,,,
3260,14720100211002,,,,,
3261,14720100211003,,,,,
3262,14720100211004,,,,,
3263,14720100211005,,,,,
3264,14720100211006,,,,,
3265,14720100211007,,,,,
3266,14720100211008,,,,,
3267,14720100211009,,,,,
3268,14720100211010,,,,,
3269,14720100211011,,,,,
3270,14720100211012,,,,,
3271,14720100211013,,,,,
3272,14720100211014,,,,,
3273,14720100211015,,,,,
3274,14720100211016,,,,,
3275,14720100211017,,,,,
3276,14720100211018,,,,,
3277,14720100211019,,,,,
3278,14720100211020,,,,,
3279,14720100222001,,,,,
3280,14720100222002,,,,,
3281,14720100222003,,,,,
3282,14720100222004,,,,,
3283,14720100222005,,,,,
3284,14720100222006,,,,,
3285,14720100222007,,,,,
3286,14720100222008,,,,,
3287,14720100222009,,,,,
3288,14720100222010,,,,,
3289,14720100222011,,,,,
3290,14720100222012,,,,,
3291,14720100222013,,,,,
3292,14720100222014,,,,,
3293,14720100222015,,,,,
3294,14720100222016,,,,,
3295,14720100222017,,,,,
3296,14720100222018,,,,,
3297,14720100222019,,,,,
3298,14720100222020,,,,,
3299,14720100315001,,,,,
3300,14720100315003,,,,,
3301,14720100315004,,,,,
3302,14720100315005,,,,,
3303,14720100315006,,,,,
3304,14720100315012,,,,,
3305,14720100315047,,,,,
3306,14720100315054,,,,,
3307,14720100315061,,,,,
3308,14720100315068,,,,,
3309,14720100315075,,,,,
3310,14720100315082,,,,,
3311,14720100315089,,,,,
3312,14720100315096,,,,,
3313,14720100315103,,,,,
3314,14720100315110,,,,,
3315,14720100315117,,,,,
3316,14720100315124,,,,,
3317,14720100315131,,,,,
3318,14720100315138,,,,,
3319,14720100326001,,,,,
3320,14720100326002,,,,,
3321,14720100326003,,,,,
3322,14720100326004,,,,,
3323,14720100326005,,,,,
3324,14720100326006,,,,,
3325,14720100326007,,,,,
3326,14720100326008,,,,,
3327,14720100326009,,,,,
3328,14720100326010,,,,,
3329,14720100326011,,,,,
3330,14720100326012,,,,,
3331,14720100326013,,,,,
3332,14720100326014,,,,,
3333,14720100326015,,,,,
3334,14720100326016,,,,,
3335,14720100326017,,,,,
3336,14720100326018,,,,,
3337,14720100326019,,,,,
3338,14720100326020,,,,,
3339,14720100406001,,,,,
3340,14720100406002,,,,,
3341,14720100406003,,,,,
3342,14720100406004,,,,,
3343,14720100406005,,,,,
3344,14720100406006,,,,,
3345,14720100406007,,,,,
3346,14720100406008,,,,,
3347,14720100406009,,,,,
3348,14720100406010,,,,,
3349,14720100406011,,,,,
3350,14720100406012,,,,,
3351,14720100512001,,,,,
3352,14720100512002,,,,,
3353,14720100512003,,,,,
3354,14720100512004,,,,,
3355,14720100512006,,,,,
3356,14720100512007,,,,,
3357,14720100512008,,,,,
3358,14720100512009,,,,,
3359,14720100512010,,,,,
3360,14720100512011,,,,,
3361,14720100512012,,,,,
3362,14720100512013,,,,,
3363,14720100512014,,,,,
3364,14720100512015,,,,,
3365,14720100512016,,,,,
3366,14720100512017,,,,,
3367,14720100512018,,,,,
3368,14720100512019,,,,,
3369,14720100512020,,,,,
3370,14720100549006,,,,,
3371,14720100549012,,,,,
3372,14720100549018,,,,,
3373,14720100549024,,,,,
3374,14720100549030,,,,,
3375,14720100549036,,,,,
3376,14720100549042,,,,,
3377,14720100549048,1.0,-99.0,-99.0,150.0,5.0
3378,14720100549054,,,,,
3379,14720100549060,,,,,
3380,14720100549066,,,,,
3381,14720100549072,,,,,
3382,14720100549078,,,,,
3383,14720100549084,1.0,-99.0,-99.0,170.0,6.0
3384,14720100549090,,,,,
3385,14720100549096,,,,,
3386,14720100549102,,,,,
3387,14720100549114,,,,,
3388,14720100549120,,,,,
3389,14720100560001,,,,,
3390,14720100560002,,,,,
3391,14720100560007,,,,,
3392,14720100560008,,,,,
3393,14720100560017,,,,,
3394,14720100560024,,,,,
3395,14720100560031,,,,,
3396,14720100560038,,,,,
3397,14720100560059,,,,,
3398,14720100560066,,,,,
3399,14720100560073,,,,,
3400,14720100560080,,,,,
3401,14720100633001,,,,,
3402,14720100633002,,,,,
3403,14720100633003,,,,,
3404,14720100633004,1.0,,,,
3405,14720100633005,,,,,
3406,14720100633006,,,,,
3407,14720100633007,,,,,
3408,14720100633008,,,,,
3409,14720100633019,,,,,
3410,14720100633052,,,,,
3411,14720100633058,,,,,
3412,14720100633064,,,,,
3413,14720100633070,,,,,
3414,14720100633076,,,,,
3415,14720100633082,,,,,
3416,14720100633088,,,,,
3417,14720100633094,,,,,
3418,14720100633100,,,,,
3419,14720100633106,,,,,
3420,14720100633117,,,,,
3421,14720100702001,,,,,
3422,14720100702002,,,,,
3423,14720100702003,,,,,
3424,14720100702004,,,,,
3425,14720100702005,,,,,
3426,14720100702006,,,,,
3427,14720100702007,,,,,
3428,14720100702008,,,,,
3429,14720100702009,,,,,
3430,14720100702010,,,,,
3431,14720100702011,,,,,
3432,14720100702012,,,,,
3433,14720100702013,,,,,
3434,14720100702014,,,,,
3435,14720100702015,,,,,
3436,14720100702016,,,,,
3437,14720100702017,,,,,
3438,14720100702018,,,,,
3439,14720100702019,,,,,
3440,14720100702020,,,,,
3441,14730200238003,,,,,
3442,14730200238022,,,,,
3443,14730200238041,,,,,
3444,14730200238060,,,,,
3445,14730200238079,,,,,
3446,14730200238098,,,,,
3447,14730200238117,,,,,
3448,14730200238136,1.0,6.0,12.0,120.0,5.0
3449,14730200238155,,,,,
3450,14730200238174,,,,,
3451,14730200238193,,,,,
3452,14730200238212,,,,,
3453,14730200527001,,,,,
3454,14730200527002,,,,,
3455,14730200527003,,,,,
3456,14730200527004,,,,,
3457,14730200527005,,,,,
3458,14730200527006,,,,,
3459,14730200527007,,,,,
3460,14730200527008,,,,,
3461,14730200527009,,,,,
3462,14730200527010,,,,,
3463,14730200527011,,,,,
3464,14730200527012,,,,,
3465,14730200833004,,,,,
3466,14730200833013,,,,,
3467,14730200833014,,,,,
3468,14730200833015,,,,,
3469,14730200833016,,,,,
3470,14730200833021,,,,,
3471,14730200833106,,,,,
3472,14730200833123,,,,,
3473,14730200833140,,,,,
3474,14730200833157,,,,,
3475,14730200833174,,,,,
3476,14730200833191,,,,,
3477,14740300273001,,,,,
3478,14740300273002,1.0,1.0,3.0,110.0,30.0
3479,14740300273003,,,,,
3480,14740300273004,,,,,
3481,14740300273005,,,,,
3482,14740300273006,,,,,
3483,14740300273007,,,,,
3484,14740300273008,,,,,
3485,14740300273009,,,,,
3486,14740300273010,,,,,
3487,14740300273011,,,,,
3488,14740300273012,,,,,
3489,14740300546001,,,,,
3490,14740300546013,,,,,
3491,14740300546025,,,,,
3492,14740300546037,,,,,
3493,14740300546049,,,,,
3494,14740300546061,1.0,,,60.0,2.0
3495,14740300546073,,,,,
3496,14740300546085,,,,,
3497,14740300546097,,,,,
3498,14740300546109,,,,,
3499,14740300546121,,,,,
3500,14740300546133,,,,,
3501,14740301003006,,,,,
3502,14740301003030,,,,,
3503,14740301003054,,,,,
3504,14740301003078,,,,,
3505,14740301003126,,,,,
3506,14740301003161,,,,,
3507,14740301003174,,,,,
3508,14740301003176,,,,,
3509,14740301003180,,,,,
3510,14740301003222,,,,,
3511,14740301003246,,,,,
3512,14740301003268,,,,,
3513,14750400317001,,,,,
3514,14750400317002,,,,,
3515,14750400317003,,,,,
3516,14750400317004,,,,,
3517,14750400317005,,,,,
3518,14750400317006,,,,,
3519,14750400317007,,,,,
3520,14750400317008,,,,,
3521,14750400317009,,,,,
3522,14750400317010,,,,,
3523,14750400317011,,,,,
3524,14750400317012,,,,,
3525,14750400612001,,,,,
3526,14750400612002,,,,,
3527,14750400612003,,,,,
3528,14750400612004,,,,,
3529,14750400612005,,,,,
3530,14750400612006,,,,,
3531,14750400612007,,,,,
3532,14750400612008,,,,,
3533,14750400612009,,,,,
3534,14750400612010,,,,,
3535,14750400612011,,,,,
3536,14750400612012,,,,,
3537,14750401001001,,,,,
3538,14750401001002,,,,,
3539,14750401001003,,,,,
3540,14750401001004,,,,,
3541,14750401001005,,,,,
3542,14750401001006,,,,,
3543,14750401001007,,,,,
3544,14750401001008,1.0,,,100.0,20.0
3545,14750401001009,,,,,
3546,14750401001010,,,,,
3547,14750401001011,,,,,
3548,14750401001012,,,,,
3549,14760500307001,,,,,
3550,14760500307002,,,,,
3551,14760500307003,,,,,
3552,14760500307004,,,,,
3553,14760500307005,,,,,
3554,14760500307006,,,,,
3555,14760500307007,,,,,
3556,14760500307008,,,,,
3557,14760500307009,,,,,
3558,14760500307010,,,,,
3559,14760500307011,,,,,
3560,14760500307012,,,,,
3561,14760500307013,,,,,
3562,14760500307014,,,,,
3563,14760500307015,,,,,
3564,14760500307016,,,,,
3565,14760500307017,,,,,
3566,14760500307018,,,,,
3567,14760500307019,,,,,
3568,14760500307020,,,,,
3569,14760500318001,,,,,
3570,14760500318002,,,,,
3571,14760500318003,,,,,
3572,14760500318004,,,,,
3573,14760500318005,,,,,
3574,14760500318006,,,,,
3575,14760500318007,,,,,
3576,14760500318008,,,,,
3577,14760500318009,,,,,
3578,14760500318010,,,,,
3579,14760500318011,,,,,
3580,14760500318012,,,,,
3581,14760500318013,,,,,
3582,14760500318014,,,,,
3583,14760500318015,,,,,
3584,14760500318016,,,,,
3585,14760500318017,,,,,
3586,14760500318018,,,,,
3587,14760500318019,,,,,
3588,14760500318020,,,,,
3589,14760500330001,1.0,2000.0,220.0,300.0,3.0
3590,14760500330001,2.0,2000.0,220.0,450.0,5.0
3591,14760500330002,,,,,
3592,14760500330003,,,,,
3593,14760500330004,,,,,
3594,14760500330005,,,,,
3595,14760500330006,,,,,
3596,14760500330007,,,,,
3597,14760500330008,,,,,
3598,14760500330009,,,,,
3599,14760500330010,,,,,
3600,14760500330011,,,,,
3601,14760500330012,,,,,
3602,14760500330013,,,,,
3603,14760500330014,,,,,
3604,14760500330015,,,,,
3605,14760500330016,,,,,
3606,14760500330017,,,,,
3607,14760500330018,,,,,
3608,14760500330019,,,,,
3609,14760500330021,,,,,
3610,14760500409001,,,,,
3611,14760500409002,,,,,
3612,14760500409003,,,,,
3613,14760500409004,,,,,
3614,14760500409005,,,,,
3615,14760500409006,,,,,
3616,14760500409007,,,,,
3617,14760500409008,,,,,
3618,14760500409009,,,,,
3619,14760500409010,,,,,
3620,14760500409011,,,,,
3621,14760500409012,,,,,
3622,14760500409013,,,,,
3623,14760500409014,,,,,
3624,14760500409015,,,,,
3625,14760500409016,,,,,
3626,14760500409017,,,,,
3627,14760500409018,,,,,
3628,14760500409019,,,,,
3629,14760500409020,,,,,
3630,14760500430001,,,,,
3631,14760500430002,,,,,
3632,14760500430003,,,,,
3633,14760500430004,,,,,
3634,14760500430005,,,,,
3635,14760500430006,,,,,
3636,14760500430007,,,,,
3637,14760500430008,,,,,
3638,14760500430009,,,,,
3639,14760500430010,,,,,
3640,14760500430011,,,,,
3641,14760500430012,,,,,
3642,14760500430013,,,,,
3643,14760500430014,,,,,
3644,14760500430015,,,,,
3645,14760500430016,,,,,
3646,14760500430017,,,,,
3647,14760500430018,,,,,
3648,14760500430019,,,,,
3649,14760500430020,,,,,
3650,14760500507001,,,,,
3651,14760500507002,,,,,
3652,14760500507003,,,,,
3653,14760500507004,,,,,
3654,14760500507005,,,,,
3655,14760500507006,,,,,
3656,14760500507007,,,,,
3657,14760500507008,,,,,
3658,14760500507009,,,,,
3659,14760500507010,,,,,
3660,14760500507011,,,,,
3661,14760500507012,,,,,
3662,14760500507013,1.0,12.0,220.0,70.0,15.0
3663,14760500507014,,,,,
3664,14760500507015,,,,,
3665,14760500507016,1.0,2.0,240.0,300.0,15.0
3666,14760500507017,,,,,
3667,14760500507018,,,,,
3668,14760500507019,,,,,
3669,14760500507020,,,,,
3670,14760500517001,,,,,
3671,14760500517002,,,,,
3672,14760500517003,,,,,
3673,14760500517004,,,,,
3674,14760500517005,,,,,
3675,14760500517006,,,,,
3676,14760500517007,,,,,
3677,14760500517008,,,,,
3678,14760500517009,,,,,
3679,14760500517010,,,,,
3680,14760500517011,,,,,
3681,14760500517012,,,,,
3682,14760500517013,,,,,
3683,14760500517014,,,,,
3684,14760500517015,,,,,
3685,14760500517016,,,,,
3686,14760500517018,,,,,
3687,14760500517019,,,,,
3688,14760500517020,,,,,
3689,14760500517044,,,,,
3690,14760500527001,,,,,
3691,14760500527002,,,,,
3692,14760500527003,,,,,
3693,14760500527004,,,,,
3694,14760500527005,,,,,
3695,14760500527006,,,,,
3696,14760500527007,,,,,
3697,14760500527008,,,,,
3698,14760500527009,,,,,
3699,14760500527010,,,,,
3700,14760500527011,,,,,
3701,14760500527012,,,,,
3702,14760500527013,,,,,
3703,14760500527014,,,,,
3704,14760500527015,,,,,
3705,14760500527016,,,,,
3706,14760500527017,,,,,
3707,14760500527018,,,,,
3708,14760500527019,,,,,
3709,14760500527020,,,,,
3710,14760500532001,,,,,
3711,14760500532002,,,,,
3712,14760500532003,,,,,
3713,14760500532004,,,,,
3714,14760500532005,,,,,
3715,14760500532006,,,,,
3716,14760500532007,1.0,5.0,3.0,160.0,5.0
3717,14760500532008,,,,,
3718,14760500532009,,,,,
3719,14760500532010,,,,,
3720,14760500532011,,,,,
3721,14760500532012,,,,,
3722,14760500532013,,,,,
3723,14760500532014,,,,,
3724,14760500532015,,,,,
3725,14760500532016,,,,,
3726,14760500532017,,,,,
3727,14760500532018,,,,,
3728,14760500532019,1.0,2.0,5.0,120.0,2.0
3729,14760500532020,,,,,
3730,14760500613002,,,,,
3731,14760500613003,,,,,
3732,14760500613004,,,,,
3733,14760500613005,,,,,
3734,14760500613006,,,,,
3735,14760500613007,,,,,
3736,14760500613008,,,,,
3737,14760500613009,,,,,
3738,14760500613010,,,,,
3739,14760500613011,,,,,
3740,14760500613012,,,,,
3741,14760500613013,,,,,
3742,14760500613014,,,,,
3743,14760500613015,,,,,
3744,14760500613016,,,,,
3745,14760500613017,,,,,
3746,14760500613018,,,,,
3747,14760500613019,,,,,
3748,14760500613020,,,,,
3749,14760500802001,,,,,
3750,14760500802002,,,,,
3751,14760500802003,,,,,
3752,14760500802004,,,,,
3753,14760500802005,,,,,
3754,14760500802006,,,,,
3755,14760500802007,1.0,3.0,5.0,120.0,2.0
3756,14760500802008,,,,,
3757,14760500802009,,,,,
3758,14760500802010,,,,,
3759,14760500802011,,,,,
3760,14760500802012,,,,,
3761,14760500802017,,,,,
3762,14760500802018,,,,,
3763,14760500802019,,,,,
3764,14760500802020,,,,,
3765,14760500802065,,,,,
3766,14760500802070,,,,,
3767,14760500802075,,,,,
3768,14760500802080,,,,,
3769,14760500811002,,,,,
3770,14760500811007,,,,,
3771,14760500811012,,,,,
3772,14760500811017,,,,,
3773,14760500811022,,,,,
3774,14760500811027,,,,,
3775,14760500811032,,,,,
3776,14760500811037,,,,,
3777,14760500811042,,,,,
3778,14760500811047,,,,,
3779,14760500811052,,,,,
3780,14760500811057,,,,,
3781,14760500811062,,,,,
3782,14760500811067,,,,,
3783,14760500811072,,,,,
3784,14760500811077,,,,,
3785,14760500811082,,,,,
3786,14760500811087,,,,,
3787,14760500811092,,,,,
3788,14760500811097,,,,,
3789,14770600201001,,,,,
3790,14770600201002,,,,,
3791,14770600201003,,,,,
3792,14770600201004,1.0,,,200.0,1.0
3793,14770600201005,,,,,
3794,14770600201006,,,,,
3795,14770600201007,,,,,
3796,14770600201008,,,,,
3797,14770600201010,,,,,
3798,14770600201011,,,,,
3799,14770600201012,,,,,
3800,14770600201017,,,,,
3801,14770600305001,,,,,
3802,14770600305002,,,,,
3803,14770600305004,,,,,
3804,14770600305006,,,,,
3805,14770600305008,,,,,
3806,14770600305009,,,,,
3807,14770600305010,,,,,
3808,14770600305011,,,,,
3809,14770600305012,,,,,
3810,14770600305013,,,,,
3811,14770600305014,,,,,
3812,14770600305015,,,,,
3813,14770600305016,,,,,
3814,14770600305017,,,,,
3815,14770600305018,,,,,
3816,14770600305019,,,,,
3817,14770600305020,,,,,
3818,14770600305022,,,,,
3819,14770600404001,,,,,
3820,14770600404002,,,,,
3821,14770600404003,,,,,
3822,14770600404005,,,,,
3823,14770600404006,,,,,
3824,14770600404007,,,,,
3825,14770600404008,,,,,
3826,14770600404009,,,,,
3827,14770600404010,,,,,
3828,14770600404011,,,,,
3829,14770600404012,,,,,
3830,14770600404013,,,,,
3831,14770600404014,,,,,
3832,14770600404015,,,,,
3833,14770600404016,,,,,
3834,14770600404017,,,,,
3835,14770600404018,,,,,
3836,14770600404019,,,,,
3837,14770600404020,,,,,
3838,14770600528001,,,,,
3839,14770600528002,,,,,
3840,14770600528010,,,,,
3841,14770600528014,,,,,
3842,14770600528015,,,,,
3843,14770600528016,,,,,
3844,14770600528017,,,,,
3845,14770600528018,,,,,
3846,14770600528026,,,,,
3847,14770600528034,,,,,
3848,14770600528042,,,,,
3849,14770600528058,,,,,
3850,14770600528066,,,,,
3851,14770600528074,,,,,
3852,14770600528082,,,,,
3853,14770600528090,,,,,
3854,14770600528098,,,,,
3855,14770600528099,,,,,
3856,14770600528146,,,,,
3857,14770600528154,,,,,
3858,14770600625001,,,,,
3859,14770600625008,,,,,
3860,14770600625009,,,,,
3861,14770600625011,,,,,
3862,14770600625012,,,,,
3863,14770600625013,,,,,
3864,14770600625014,,,,,
3865,14770600625015,,,,,
3866,14770600625016,,,,,
3867,14770600625017,,,,,
3868,14770600625018,,,,,
3869,14770600625019,,,,,
3870,14770600625020,,,,,
3871,14770600625022,,,,,
3872,14770600625029,,,,,
3873,14770600625036,,,,,
3874,14770600625043,,,,,
3875,14770600625050,,,,,
3876,14770600625064,,,,,
3877,14770600821003,,,,,
3878,14770600821005,,,,,
3879,14770600821006,,,,,
3880,14770600821007,,,,,
3881,14770600821008,,,,,
3882,14770600821009,,,,,
3883,14770600821010,,,,,
3884,14770600821011,,,,,
3885,14770600821012,,,,,
3886,14770600821018,,,,,
3887,14770600821033,,,,,
3888,14770600821048,,,,,
3889,14770600929002,,,,,
3890,14770600929003,,,,,
3891,14770600929004,,,,,
3892,14770600929005,,,,,
3893,14770600929006,,,,,
3894,14770600929007,,,,,
3895,14770600929008,,,,,
3896,14770600929009,,,,,
3897,14770600929010,,,,,
3898,14770600929012,,,,,
3899,14770600929014,,,,,
3900,14770600929015,,,,,
3901,14770600929016,,,,,
3902,14770600929017,,,,,
3903,14770600929018,,,,,
3904,14770600929019,,,,,
3905,14770600929020,,,,,
3906,14780700220001,,,,,
3907,14780700220002,,,,,
3908,14780700220003,1.0,,,100.0,30.0
3909,14780700220004,,,,,
3910,14780700220005,,,,,
3911,14780700220006,,,,,
3912,14780700220007,,,,,
3913,14780700220008,,,,,
3914,14780700220009,,,,,
3915,14780700220010,1.0,300.0,12.0,0.0,4.0
3916,14780700220011,,,,,
3917,14780700220012,,,,,
3918,14780700524001,,,,,
3919,14780700524002,,,,,
3920,14780700524003,,,,,
3921,14780700524004,,,,,
3922,14780700524005,,,,,
3923,14780700524006,,,,,
3924,14780700524007,,,,,
3925,14780700524008,,,,,
3926,14780700524009,,,,,
3927,14780700524010,,,,,
3928,14780700524011,,,,,
3929,14780700524012,,,,,
3930,14780700911001,,,,,
3931,14780700911003,,,,,
3932,14780700911004,,,,,
3933,14780700911005,,,,,
3934,14780700911006,,,,,
3935,14780700911007,1.0,,,150.0,3.0
3936,14780700911008,,,,,
3937,14780700911014,,,,,
3938,14780700911035,,,,,
3939,14780700911037,,,,,
3940,14780700911080,,,,,
3941,14780700911089,,,,,
3942,14790800116001,,,,,
3943,14790800116002,,,,,
3944,14790800116003,,,,,
3945,14790800116012,,,,,
3946,14790800116021,,,,,
3947,14790800116030,,,,,
3948,14790800116033,,,,,
3949,14790800116039,,,,,
3950,14790800116048,,,,,
3951,14790800116057,,,,,
3952,14790800116066,,,,,
3953,14790800116093,,,,,
3954,14790800116111,,,,,
3955,14790800116120,,,,,
3956,14790800116129,,,,,
3957,14790800116138,,,,,
3958,14790800116147,,,,,
3959,14790800116156,,,,,
3960,14790800116165,,,,,
3961,14790800116174,,,,,
3962,14790800152001,1.0,,,75.0,4.0
3963,14790800152002,,,,,
3964,14790800152003,,,,,
3965,14790800152004,1.0,4000.0,240.0,180.0,4.0
3966,14790800152005,,,,,
3967,14790800152006,1.0,4000.0,240.0,170.0,2.0
3968,14790800152007,1.0,1000.0,1000.0,600.0,5.0
3969,14790800152008,,,,,
3970,14790800152009,,,,,
3971,14790800152010,,,,,
3972,14790800152011,,,,,
3973,14790800152012,,,,,
3974,14790800204001,,,,,
3975,14790800204002,,,,,
3976,14790800204003,,,,,
3977,14790800204004,,,,,
3978,14790800204005,,,,,
3979,14790800204006,,,,,
3980,14790800204007,,,,,
3981,14790800204008,,,,,
3982,14790800204009,,,,,
3983,14790800204010,,,,,
3984,14790800204011,,,,,
3985,14790800204012,,,,,
3986,14790800204013,,,,,
3987,14790800204014,,,,,
3988,14790800204015,,,,,
3989,14790800204016,,,,,
3990,14790800204017,,,,,
3991,14790800204018,,,,,
3992,14790800204019,,,,,
3993,14790800204020,,,,,
3994,14790800217001,,,,,
3995,14790800217002,,,,,
3996,14790800217003,,,,,
3997,14790800217004,,,,,
3998,14790800217005,,,,,
3999,14790800217006,,,,,
4000,14790800217007,,,,,
4001,14790800217008,,,,,
4002,14790800217009,1.0,,130.0,3.0,3.0
4003,14790800217010,,,,,
4004,14790800217011,,,,,
4005,14790800217012,,,,,
4006,14790800217013,,,,,
4007,14790800217014,1.0,,,250.0,2.0
4008,14790800217015,,,,,
4009,14790800217016,,,,,
4010,14790800217017,1.0,60.0,240.0,200.0,15.0
4011,14790800217018,,,,,
4012,14790800217019,,,,,
4013,14790800217020,,,,,
4014,14790800503001,,,,,
4015,14790800503002,,,,,
4016,14790800503003,,,,,
4017,14790800503004,,,,,
4018,14790800503005,,,,,
4019,14790800503006,,,,,
4020,14790800503007,,,,,
4021,14790800503008,,,,,
4022,14790800503009,,,,,
4023,14790800503010,,,,,
4024,14790800503011,,,,,
