,HHID,Item,L3
48473,14730200527008,8,-888.0
48474,14730200527008,9,-888.0
48475,14730200527008,10,0.0
48476,14730200527008,11,0.0
48477,14730200527008,12,2500.0
48478,14730200527008,13,0.0
48479,14730200527008,14,-888.0
48480,14730200527009,1,6000.0
48481,14730200527009,2,2200.0
48482,14730200527009,3,500.0
48483,14730200527009,4,120.0
48484,14730200527009,5,500.0
48485,14730200527009,6,-888.0
48486,14730200527009,7,0.0
48487,14730200527009,8,170.0
48488,14730200527009,9,0.0
48489,14730200527009,10,0.0
48490,14730200527009,11,0.0
48491,14730200527009,12,0.0
48492,14730200527009,13,0.0
48493,14730200527009,14,-888.0
48494,14730200527010,1,3000.0
48495,14730200527010,2,1000.0
48496,14730200527010,3,1200.0
48497,14730200527010,4,400.0
48498,14730200527010,5,2150.0
48499,14730200527010,6,-888.0
48500,14730200527010,7,0.0
48501,14730200527010,8,400.0
48502,14730200527010,9,0.0
48503,14730200527010,10,0.0
48504,14730200527010,11,0.0
48505,14730200527010,12,0.0
48506,14730200527010,13,0.0
48507,14730200527010,14,-888.0
48508,14730200527011,1,200.0
48509,14730200527011,2,120.0
48510,14730200527011,3,450.0
48511,14730200527011,4,200.0
48512,14730200527011,5,130.0
48513,14730200527011,6,500.0
48514,14730200527011,7,0.0
48515,14730200527011,8,100.0
48516,14730200527011,9,0.0
48517,14730200527011,10,25000.0
48518,14730200527011,11,2000.0
48519,14730200527011,12,-888.0
48520,14730200527011,13,0.0
48521,14730200527011,14,-888.0
48522,14730200527012,1,4000.0
48523,14730200527012,2,500.0
48524,14730200527012,3,1500.0
48525,14730200527012,4,250.0
48526,14730200527012,5,980.0
48527,14730200527012,6,0.0
48528,14730200527012,7,0.0
48529,14730200527012,8,450.0
48530,14730200527012,9,0.0
48531,14730200527012,10,0.0
48532,14730200527012,11,0.0
48533,14730200527012,12,0.0
48534,14730200527012,13,0.0
48535,14730200527012,14,600.0
48536,14730200833004,1,0.0
48537,14730200833004,2,0.0
48538,14730200833004,3,0.0
48539,14730200833004,4,120.0
48540,14730200833004,5,300.0
48541,14730200833004,6,200.0
48542,14730200833004,7,0.0
48543,14730200833004,8,0.0
48544,14730200833004,9,0.0
48545,14730200833004,10,0.0
48546,14730200833004,11,0.0
48547,14730200833004,12,0.0
48548,14730200833004,13,0.0
48549,14730200833004,14,-888.0
48550,14730200833013,1,18000.0
48551,14730200833013,2,5000.0
48552,14730200833013,3,0.0
48553,14730200833013,4,0.0
48554,14730200833013,5,0.0
48555,14730200833013,6,0.0
48556,14730200833013,7,0.0
48557,14730200833013,8,0.0
48558,14730200833013,9,0.0
48559,14730200833013,10,0.0
48560,14730200833013,11,0.0
48561,14730200833013,12,0.0
48562,14730200833013,13,0.0
48563,14730200833013,14,0.0
48564,14730200833014,1,16830.0
48565,14730200833014,2,1000.0
48566,14730200833014,3,0.0
48567,14730200833014,4,0.0
48568,14730200833014,5,0.0
48569,14730200833014,6,0.0
48570,14730200833014,7,0.0
48571,14730200833014,8,0.0
48572,14730200833014,9,0.0
48573,14730200833014,10,0.0
48574,14730200833014,11,0.0
48575,14730200833014,12,0.0
48576,14730200833014,13,0.0
48577,14730200833014,14,0.0
48578,14730200833015,1,8500.0
48579,14730200833015,2,3000.0
48580,14730200833015,3,0.0
48581,14730200833015,4,0.0
48582,14730200833015,5,14000.0
48583,14730200833015,6,0.0
48584,14730200833015,7,0.0
48585,14730200833015,8,0.0
48586,14730200833015,9,0.0
48587,14730200833015,10,0.0
48588,14730200833015,11,
48589,14730200833015,12,0.0
48590,14730200833015,13,0.0
48591,14730200833015,14,0.0
48592,14730200833016,1,0.0
48593,14730200833016,2,0.0
48594,14730200833016,3,0.0
48595,14730200833016,4,0.0
48596,14730200833016,5,250.0
48597,14730200833016,6,0.0
48598,14730200833016,7,0.0
48599,14730200833016,8,0.0
48600,14730200833016,9,0.0
48601,14730200833016,10,0.0
48602,14730200833016,11,0.0
48603,14730200833016,12,200.0
48604,14730200833016,13,-888.0
48605,14730200833016,14,-888.0
48606,14730200833021,1,-888.0
48607,14730200833021,2,120.0
48608,14730200833021,3,1000.0
48609,14730200833021,4,500.0
48610,14730200833021,5,600.0
48611,14730200833021,6,500.0
48612,14730200833021,7,0.0
48613,14730200833021,8,0.0
48614,14730200833021,9,0.0
48615,14730200833021,10,0.0
48616,14730200833021,11,0.0
48617,14730200833021,12,0.0
48618,14730200833021,13,0.0
48619,14730200833021,14,-888.0
48620,14730200833106,1,1800.0
48621,14730200833106,2,2000.0
48622,14730200833106,3,2500.0
48623,14730200833106,4,0.0
48624,14730200833106,5,500.0
48625,14730200833106,6,500.0
48626,14730200833106,7,0.0
48627,14730200833106,8,400.0
48628,14730200833106,9,0.0
48629,14730200833106,10,0.0
48630,14730200833106,11,40.0
48631,14730200833106,12,0.0
48632,14730200833106,13,0.0
48633,14730200833106,14,0.0
48634,14730200833106,15,800.0
48635,14730200833123,1,0.0
48636,14730200833123,2,700.0
48637,14730200833123,3,3000.0
48638,14730200833123,4,500.0
48639,14730200833123,5,0.0
48640,14730200833123,6,800.0
48641,14730200833123,7,0.0
48642,14730200833123,8,650.0
48643,14730200833123,9,0.0
48644,14730200833123,10,0.0
48645,14730200833123,11,2400.0
48646,14730200833123,12,2400.0
48647,14730200833123,13,0.0
48648,14730200833123,14,0.0
48649,14730200833140,1,3000.0
48650,14730200833140,2,6000.0
48651,14730200833140,3,8000.0
48652,14730200833140,4,500.0
48653,14730200833140,5,2000.0
48654,14730200833140,6,3000.0
48655,14730200833140,7,1800.0
48656,14730200833140,8,900.0
48657,14730200833140,9,0.0
48658,14730200833140,10,0.0
48659,14730200833140,11,200.0
48660,14730200833140,12,3400.0
48661,14730200833140,13,0.0
48662,14730200833140,14,0.0
48663,14730200833140,15,800.0
48664,14730200833157,1,1000.0
48665,14730200833157,2,0.0
48666,14730200833157,3,0.0
48667,14730200833157,4,0.0
48668,14730200833157,5,300.0
48669,14730200833157,6,0.0
48670,14730200833157,7,0.0
48671,14730200833157,8,0.0
48672,14730200833157,9,0.0
48673,14730200833157,10,0.0
48674,14730200833157,11,0.0
48675,14730200833157,12,0.0
48676,14730200833157,13,0.0
48677,14730200833157,14,0.0
48678,14730200833174,1,0.0
48679,14730200833174,2,0.0
48680,14730200833174,3,0.0
48681,14730200833174,4,0.0
48682,14730200833174,5,0.0
48683,14730200833174,6,0.0
48684,14730200833174,7,0.0
48685,14730200833174,8,0.0
48686,14730200833174,9,0.0
48687,14730200833174,10,0.0
48688,14730200833174,11,0.0
48689,14730200833174,12,0.0
48690,14730200833174,13,0.0
48691,14730200833174,14,0.0
48692,14730200833191,1,1000.0
48693,14730200833191,2,0.0
48694,14730200833191,3,0.0
48695,14730200833191,4,0.0
48696,14730200833191,5,200.0
48697,14730200833191,6,0.0
48698,14730200833191,7,0.0
48699,14730200833191,8,0.0
48700,14730200833191,9,0.0
48701,14730200833191,10,0.0
48702,14730200833191,11,0.0
48703,14730200833191,12,0.0
48704,14730200833191,13,0.0
48705,14730200833191,14,0.0
48706,14740300273001,1,670.0
48707,14740300273001,2,490.0
48708,14740300273001,3,0.0
48709,14740300273001,4,0.0
48710,14740300273001,5,500.0
48711,14740300273001,6,195.0
48712,14740300273001,7,0.0
48713,14740300273001,8,0.0
48714,14740300273001,9,0.0
48715,14740300273001,10,0.0
48716,14740300273001,11,0.0
48717,14740300273001,12,0.0
48718,14740300273001,13,0.0
48719,14740300273001,14,0.0
48720,14740300273002,1,12000.0
48721,14740300273002,2,5000.0
48722,14740300273002,3,5000.0
48723,14740300273002,4,0.0
48724,14740300273002,5,335.0
48725,14740300273002,6,0.0
48726,14740300273002,7,0.0
48727,14740300273002,8,140.0
48728,14740300273002,9,0.0
48729,14740300273002,10,0.0
48730,14740300273002,11,0.0
48731,14740300273002,12,0.0
48732,14740300273002,13,0.0
48733,14740300273002,14,0.0
48734,14740300273003,1,8500.0
48735,14740300273003,2,0.0
48736,14740300273003,3,0.0
48737,14740300273003,4,100.0
48738,14740300273003,5,300.0
48739,14740300273003,6,0.0
48740,14740300273003,7,0.0
48741,14740300273003,8,0.0
48742,14740300273003,9,0.0
48743,14740300273003,10,0.0
48744,14740300273003,11,0.0
48745,14740300273003,12,0.0
48746,14740300273003,13,0.0
48747,14740300273003,14,0.0
48748,14740300273004,1,200.0
48749,14740300273004,2,0.0
48750,14740300273004,3,0.0
48751,14740300273004,4,20.0
48752,14740300273004,5,0.0
48753,14740300273004,6,0.0
48754,14740300273004,7,0.0
48755,14740300273004,8,0.0
48756,14740300273004,9,0.0
48757,14740300273004,10,0.0
48758,14740300273004,11,0.0
48759,14740300273004,12,0.0
48760,14740300273004,13,0.0
48761,14740300273004,14,0.0
48762,14740300273005,1,200.0
48763,14740300273005,2,0.0
48764,14740300273005,3,0.0
48765,14740300273005,4,0.0
48766,14740300273005,5,125.0
48767,14740300273005,6,0.0
48768,14740300273005,7,0.0
48769,14740300273005,8,0.0
48770,14740300273005,9,0.0
48771,14740300273005,10,0.0
48772,14740300273005,11,0.0
48773,14740300273005,12,1000.0
48774,14740300273005,13,0.0
48775,14740300273005,14,0.0
48776,14740300273006,1,500.0
48777,14740300273006,2,0.0
48778,14740300273006,3,0.0
48779,14740300273006,4,0.0
48780,14740300273006,5,150.0
48781,14740300273006,6,0.0
48782,14740300273006,7,0.0
48783,14740300273006,8,0.0
48784,14740300273006,9,0.0
48785,14740300273006,10,0.0
48786,14740300273006,11,0.0
48787,14740300273006,12,0.0
48788,14740300273006,13,0.0
48789,14740300273006,14,0.0
48790,14740300273007,1,0.0
48791,14740300273007,2,1000.0
48792,14740300273007,3,5000.0
48793,14740300273007,4,1000.0
48794,14740300273007,5,2000.0
48795,14740300273007,6,40000.0
48796,14740300273007,7,0.0
48797,14740300273007,8,0.0
48798,14740300273007,9,0.0
48799,14740300273007,10,0.0
48800,14740300273007,11,0.0
48801,14740300273007,12,6000.0
48802,14740300273007,13,6000.0
48803,14740300273007,14,0.0
48804,14740300273008,1,420.0
48805,14740300273008,2,500.0
48806,14740300273008,3,0.0
48807,14740300273008,4,0.0
48808,14740300273008,5,124.0
48809,14740300273008,6,0.0
48810,14740300273008,7,0.0
48811,14740300273008,8,70.0
48812,14740300273008,9,0.0
48813,14740300273008,10,0.0
48814,14740300273008,11,0.0
48815,14740300273008,12,0.0
48816,14740300273008,13,0.0
48817,14740300273008,14,0.0
48818,14740300273009,1,0.0
48819,14740300273009,2,0.0
48820,14740300273009,3,0.0
48821,14740300273009,4,2400.0
48822,14740300273009,5,0.0
48823,14740300273009,6,0.0
48824,14740300273009,7,0.0
48825,14740300273009,8,0.0
48826,14740300273009,9,0.0
48827,14740300273009,10,0.0
48828,14740300273009,11,0.0
48829,14740300273009,12,0.0
48830,14740300273009,13,0.0
48831,14740300273009,14,0.0
48832,14740300273010,1,0.0
48833,14740300273010,2,0.0
48834,14740300273010,3,0.0
48835,14740300273010,4,0.0
48836,14740300273010,5,500.0
48837,14740300273010,6,600.0
48838,14740300273010,7,0.0
48839,14740300273010,8,120.0
48840,14740300273010,9,0.0
48841,14740300273010,10,0.0
48842,14740300273010,11,0.0
48843,14740300273010,12,0.0
48844,14740300273010,13,0.0
48845,14740300273010,14,0.0
48846,14740300273011,1,0.0
48847,14740300273011,2,0.0
48848,14740300273011,3,0.0
48849,14740300273011,4,200.0
48850,14740300273011,5,0.0
48851,14740300273011,6,0.0
48852,14740300273011,7,0.0
48853,14740300273011,8,0.0
48854,14740300273011,9,0.0
48855,14740300273011,10,0.0
48856,14740300273011,11,0.0
48857,14740300273011,12,500.0
48858,14740300273011,13,0.0
48859,14740300273011,14,0.0
48860,14740300273012,1,5000.0
48861,14740300273012,2,300.0
48862,14740300273012,3,3000.0
48863,14740300273012,4,100.0
48864,14740300273012,5,1500.0
48865,14740300273012,6,10000.0
48866,14740300273012,7,0.0
48867,14740300273012,8,0.0
48868,14740300273012,9,0.0
48869,14740300273012,10,0.0
48870,14740300273012,11,7000.0
48871,14740300273012,12,20000.0
48872,14740300273012,13,0.0
48873,14740300273012,14,0.0
48874,14740300546001,1,500.0
48875,14740300546001,2,300.0
48876,14740300546001,3,0.0
48877,14740300546001,4,0.0
48878,14740300546001,5,0.0
48879,14740300546001,6,0.0
48880,14740300546001,7,0.0
48881,14740300546001,8,0.0
48882,14740300546001,9,0.0
48883,14740300546001,10,0.0
48884,14740300546001,11,0.0
48885,14740300546001,12,0.0
48886,14740300546001,13,0.0
48887,14740300546001,14,0.0
48888,14740300546013,1,150.0
48889,14740300546013,2,250.0
48890,14740300546013,3,1200.0
48891,14740300546013,4,1200.0
48892,14740300546013,5,0.0
48893,14740300546013,6,650.0
48894,14740300546013,7,0.0
48895,14740300546013,8,250.0
48896,14740300546013,9,0.0
48897,14740300546013,10,0.0
48898,14740300546013,11,2500.0
48899,14740300546013,12,1000.0
48900,14740300546013,13,0.0
48901,14740300546013,14,0.0
48902,14740300546025,1,1200.0
48903,14740300546025,2,3500.0
48904,14740300546025,3,6000.0
48905,14740300546025,4,300.0
48906,14740300546025,5,1500.0
48907,14740300546025,6,2500.0
48908,14740300546025,7,5000.0
48909,14740300546025,8,150.0
48910,14740300546025,9,0.0
48911,14740300546025,10,0.0
48912,14740300546025,11,100.0
48913,14740300546025,12,1000.0
48914,14740300546025,13,0.0
48915,14740300546025,14,0.0
48916,14740300546037,1,800.0
48917,14740300546037,2,0.0
48918,14740300546037,3,4500.0
48919,14740300546037,4,150.0
48920,14740300546037,5,350.0
48921,14740300546037,6,1500.0
48922,14740300546037,7,0.0
48923,14740300546037,8,260.0
48924,14740300546037,9,0.0
48925,14740300546037,10,0.0
48926,14740300546037,11,100.0
48927,14740300546037,12,0.0
48928,14740300546037,13,0.0
48929,14740300546037,14,0.0
48930,14740300546049,1,1200.0
48931,14740300546049,2,3000.0
48932,14740300546049,3,2500.0
48933,14740300546049,4,200.0
48934,14740300546049,5,800.0
48935,14740300546049,6,1500.0
48936,14740300546049,7,0.0
48937,14740300546049,8,450.0
48938,14740300546049,9,0.0
48939,14740300546049,10,0.0
48940,14740300546049,11,200.0
48941,14740300546049,12,0.0
48942,14740300546049,13,0.0
48943,14740300546049,14,0.0
48944,14740300546061,1,800.0
48945,14740300546061,2,4000.0
48946,14740300546061,3,6000.0
48947,14740300546061,4,200.0
48948,14740300546061,5,2500.0
48949,14740300546061,6,2000.0
48950,14740300546061,7,0.0
48951,14740300546061,8,850.0
48952,14740300546061,9,0.0
48953,14740300546061,10,0.0
48954,14740300546061,11,120.0
48955,14740300546061,12,0.0
48956,14740300546061,13,0.0
48957,14740300546061,14,0.0
48958,14740300546073,1,500.0
48959,14740300546073,2,200.0
48960,14740300546073,3,500.0
48961,14740300546073,4,0.0
48962,14740300546073,5,0.0
48963,14740300546073,6,100.0
48964,14740300546073,7,0.0
48965,14740300546073,8,120.0
48966,14740300546073,9,0.0
48967,14740300546073,10,0.0
48968,14740300546073,11,0.0
48969,14740300546073,12,0.0
48970,14740300546073,13,0.0
48971,14740300546073,14,0.0
48972,14740300546085,1,0.0
48973,14740300546085,2,250.0
48974,14740300546085,3,0.0
48975,14740300546085,4,0.0
48976,14740300546085,5,0.0
48977,14740300546085,6,250.0
48978,14740300546085,7,0.0
48979,14740300546085,8,120.0
48980,14740300546085,9,0.0
48981,14740300546085,10,0.0
48982,14740300546085,11,0.0
48983,14740300546085,12,0.0
48984,14740300546085,13,0.0
48985,14740300546085,14,0.0
48986,14740300546097,1,0.0
48987,14740300546097,2,1500.0
48988,14740300546097,3,1500.0
48989,14740300546097,4,500.0
48990,14740300546097,5,800.0
48991,14740300546097,6,800.0
48992,14740300546097,7,2500.0
48993,14740300546097,8,250.0
48994,14740300546097,9,0.0
48995,14740300546097,10,0.0
48996,14740300546097,11,0.0
48997,14740300546097,12,500.0
48998,14740300546097,13,0.0
48999,14740300546097,14,0.0
49000,14740300546109,1,1200.0
49001,14740300546109,2,2500.0
49002,14740300546109,3,2800.0
49003,14740300546109,4,300.0
49004,14740300546109,5,0.0
49005,14740300546109,6,0.0
49006,14740300546109,7,0.0
49007,14740300546109,8,800.0
49008,14740300546109,9,0.0
49009,14740300546109,10,0.0
49010,14740300546109,11,100.0
49011,14740300546109,12,0.0
49012,14740300546109,13,0.0
49013,14740300546109,14,500.0
49014,14740300546109,15,300.0
49015,14740300546121,1,0.0
49016,14740300546121,2,1200.0
49017,14740300546121,3,4000.0
49018,14740300546121,4,400.0
49019,14740300546121,5,3500.0
49020,14740300546121,6,0.0
49021,14740300546121,7,0.0
49022,14740300546121,8,1500.0
49023,14740300546121,9,0.0
49024,14740300546121,10,0.0
49025,14740300546121,11,0.0
49026,14740300546121,12,500.0
49027,14740300546121,13,0.0
49028,14740300546121,14,0.0
49029,14740300546133,1,0.0
49030,14740300546133,2,500.0
49031,14740300546133,3,1500.0
49032,14740300546133,4,2500.0
49033,14740300546133,5,1000.0
49034,14740300546133,6,0.0
49035,14740300546133,7,0.0
49036,14740300546133,8,400.0
49037,14740300546133,9,0.0
49038,14740300546133,10,0.0
49039,14740300546133,11,0.0
49040,14740300546133,12,1500.0
49041,14740300546133,13,0.0
49042,14740300546133,14,0.0
49043,14740301003006,1,1500.0
49044,14740301003006,2,200.0
49045,14740301003006,3,0.0
49046,14740301003006,4,0.0
49047,14740301003006,5,0.0
49048,14740301003006,6,0.0
49049,14740301003006,7,2000.0
49050,14740301003006,8,200.0
49051,14740301003006,9,0.0
49052,14740301003006,10,0.0
49053,14740301003006,11,0.0
49054,14740301003006,12,0.0
49055,14740301003006,13,189.0
49056,14740301003006,14,300.0
49057,14740301003030,1,700.0
49058,14740301003030,2,0.0
49059,14740301003030,3,0.0
49060,14740301003030,4,0.0
49061,14740301003030,5,0.0
49062,14740301003030,6,0.0
49063,14740301003030,7,0.0
49064,14740301003030,8,0.0
49065,14740301003030,9,0.0
49066,14740301003030,10,0.0
49067,14740301003030,11,0.0
49068,14740301003030,12,0.0
49069,14740301003030,13,0.0
49070,14740301003030,14,0.0
49071,14740301003054,1,0.0
49072,14740301003054,2,0.0
49073,14740301003054,3,0.0
49074,14740301003054,4,0.0
49075,14740301003054,5,0.0
49076,14740301003054,6,0.0
49077,14740301003054,7,3000.0
49078,14740301003054,8,6000.0
49079,14740301003054,9,800.0
49080,14740301003054,10,0.0
49081,14740301003054,11,0.0
49082,14740301003054,12,0.0
49083,14740301003054,13,0.0
49084,14740301003054,14,9000.0
49085,14740301003078,1,0.0
49086,14740301003078,2,0.0
49087,14740301003078,3,0.0
49088,14740301003078,4,0.0
49089,14740301003078,5,0.0
49090,14740301003078,6,0.0
49091,14740301003078,7,0.0
49092,14740301003078,8,0.0
49093,14740301003078,9,0.0
49094,14740301003078,10,0.0
49095,14740301003078,11,0.0
49096,14740301003078,12,0.0
49097,14740301003078,13,0.0
49098,14740301003078,14,0.0
49099,14740301003126,1,0.0
49100,14740301003126,2,0.0
49101,14740301003126,3,0.0
49102,14740301003126,4,0.0
49103,14740301003126,5,0.0
49104,14740301003126,6,0.0
49105,14740301003126,7,5000.0
49106,14740301003126,8,0.0
49107,14740301003126,9,0.0
49108,14740301003126,10,0.0
49109,14740301003126,11,0.0
49110,14740301003126,12,0.0
49111,14740301003126,13,0.0
49112,14740301003126,14,0.0
49113,14740301003161,1,0.0
49114,14740301003161,2,0.0
49115,14740301003161,3,0.0
49116,14740301003161,4,0.0
49117,14740301003161,5,200.0
49118,14740301003161,6,0.0
49119,14740301003161,7,0.0
49120,14740301003161,8,0.0
49121,14740301003161,9,0.0
49122,14740301003161,10,0.0
49123,14740301003161,11,0.0
49124,14740301003161,12,0.0
49125,14740301003161,13,0.0
49126,14740301003161,14,0.0
49127,14740301003174,1,0.0
49128,14740301003174,2,0.0
49129,14740301003174,3,0.0
49130,14740301003174,4,0.0
49131,14740301003174,5,300.0
49132,14740301003174,6,0.0
49133,14740301003174,7,6000.0
49134,14740301003174,8,0.0
49135,14740301003174,9,0.0
49136,14740301003174,10,0.0
49137,14740301003174,11,0.0
49138,14740301003174,12,0.0
49139,14740301003174,13,0.0
49140,14740301003174,14,0.0
49141,14740301003176,1,0.0
49142,14740301003176,2,0.0
49143,14740301003176,3,0.0
49144,14740301003176,4,0.0
49145,14740301003176,5,0.0
49146,14740301003176,6,0.0
49147,14740301003176,7,0.0
49148,14740301003176,8,0.0
49149,14740301003176,9,134.0
49150,14740301003176,10,0.0
49151,14740301003176,11,0.0
49152,14740301003176,12,0.0
49153,14740301003176,13,0.0
49154,14740301003176,14,0.0
49155,14740301003180,1,0.0
49156,14740301003180,2,0.0
49157,14740301003180,3,0.0
49158,14740301003180,4,0.0
49159,14740301003180,5,376.0
49160,14740301003180,6,0.0
49161,14740301003180,7,5000.0
49162,14740301003180,8,0.0
49163,14740301003180,9,0.0
49164,14740301003180,10,0.0
49165,14740301003180,11,0.0
49166,14740301003180,12,0.0
49167,14740301003180,13,0.0
49168,14740301003180,14,0.0
49169,14740301003222,1,0.0
49170,14740301003222,2,0.0
49171,14740301003222,3,0.0
49172,14740301003222,4,0.0
49173,14740301003222,5,0.0
49174,14740301003222,6,0.0
49175,14740301003222,7,0.0
49176,14740301003222,8,0.0
49177,14740301003222,9,0.0
49178,14740301003222,10,0.0
49179,14740301003222,11,0.0
49180,14740301003222,12,0.0
49181,14740301003222,13,0.0
49182,14740301003222,14,0.0
49183,14740301003246,1,0.0
49184,14740301003246,2,0.0
49185,14740301003246,3,0.0
49186,14740301003246,4,0.0
49187,14740301003246,5,300.0
49188,14740301003246,6,0.0
49189,14740301003246,7,0.0
49190,14740301003246,8,167.0
49191,14740301003246,9,0.0
49192,14740301003246,10,0.0
49193,14740301003246,11,0.0
49194,14740301003246,12,0.0
49195,14740301003246,13,0.0
49196,14740301003246,14,0.0
49197,14740301003268,1,0.0
49198,14740301003268,2,0.0
49199,14740301003268,3,0.0
49200,14740301003268,4,0.0
49201,14740301003268,5,300.0
49202,14740301003268,6,0.0
49203,14740301003268,7,0.0
49204,14740301003268,8,0.0
49205,14740301003268,9,0.0
49206,14740301003268,10,0.0
49207,14740301003268,11,0.0
49208,14740301003268,12,0.0
49209,14740301003268,13,0.0
49210,14740301003268,14,0.0
49211,14750400317001,1,200.0
49212,14750400317001,2,50.0
49213,14750400317001,3,700.0
49214,14750400317001,4,100.0
49215,14750400317001,5,150.0
49216,14750400317001,6,80.0
49217,14750400317001,7,0.0
49218,14750400317001,8,0.0
49219,14750400317001,9,1000.0
49220,14750400317001,10,0.0
49221,14750400317001,11,0.0
49222,14750400317001,12,0.0
49223,14750400317001,13,0.0
49224,14750400317001,14,0.0
49225,14750400317002,1,0.0
49226,14750400317002,2,0.0
49227,14750400317002,3,1000.0
49228,14750400317002,4,20.0
49229,14750400317002,5,0.0
49230,14750400317002,6,150.0
49231,14750400317002,7,0.0
49232,14750400317002,8,60.0
49233,14750400317002,9,0.0
49234,14750400317002,10,0.0
49235,14750400317002,11,0.0
49236,14750400317002,12,0.0
49237,14750400317002,13,0.0
49238,14750400317002,14,3.0
49239,14750400317003,1,0.0
49240,14750400317003,2,150.0
49241,14750400317003,3,1200.0
49242,14750400317003,4,60.0
49243,14750400317003,5,30.0
49244,14750400317003,6,50.0
49245,14750400317003,7,0.0
49246,14750400317003,8,0.0
49247,14750400317003,9,0.0
49248,14750400317003,10,0.0
49249,14750400317003,11,0.0
49250,14750400317003,12,0.0
49251,14750400317003,13,150.0
49252,14750400317003,14,
49253,14750400317004,1,0.0
49254,14750400317004,2,0.0
49255,14750400317004,3,600.0
49256,14750400317004,4,0.0
49257,14750400317004,5,50.0
49258,14750400317004,6,55.0
49259,14750400317004,7,0.0
49260,14750400317004,8,0.0
49261,14750400317004,9,0.0
49262,14750400317004,10,0.0
49263,14750400317004,11,0.0
49264,14750400317004,12,0.0
49265,14750400317004,13,0.0
49266,14750400317004,14,0.0
49267,14750400317004,15,60.0
49268,14750400317005,1,0.0
49269,14750400317005,2,0.0
49270,14750400317005,3,700.0
49271,14750400317005,4,12.0
49272,14750400317005,5,0.0
49273,14750400317005,6,0.0
49274,14750400317005,7,0.0
49275,14750400317005,8,0.0
49276,14750400317005,9,0.0
49277,14750400317005,10,0.0
49278,14750400317005,11,0.0
49279,14750400317005,12,0.0
49280,14750400317005,13,0.0
49281,14750400317005,14,
49282,14750400317006,1,0.0
49283,14750400317006,2,0.0
49284,14750400317006,3,600.0
49285,14750400317006,4,20.0
49286,14750400317006,5,0.0
49287,14750400317006,6,70.0
49288,14750400317006,7,0.0
49289,14750400317006,8,0.0
49290,14750400317006,9,0.0
49291,14750400317006,10,0.0
49292,14750400317006,11,0.0
49293,14750400317006,12,0.0
49294,14750400317006,13,0.0
49295,14750400317006,14,
49296,14750400317007,1,0.0
49297,14750400317007,2,0.0
49298,14750400317007,3,550.0
49299,14750400317007,4,30.0
49300,14750400317007,5,0.0
49301,14750400317007,6,
49302,14750400317007,7,0.0
49303,14750400317007,8,50.0
49304,14750400317007,9,0.0
49305,14750400317007,10,0.0
49306,14750400317007,11,0.0
49307,14750400317007,12,0.0
49308,14750400317007,13,0.0
49309,14750400317007,14,
49310,14750400317008,1,0.0
49311,14750400317008,2,0.0
49312,14750400317008,3,300.0
49313,14750400317008,4,
49314,14750400317008,5,0.0
49315,14750400317008,6,40.0
49316,14750400317008,7,0.0
49317,14750400317008,8,0.0
49318,14750400317008,9,0.0
49319,14750400317008,10,0.0
49320,14750400317008,11,0.0
49321,14750400317008,12,0.0
49322,14750400317008,13,0.0
49323,14750400317008,14,
49324,14750400317009,1,0.0
49325,14750400317009,2,0.0
49326,14750400317009,3,600.0
49327,14750400317009,4,20.0
49328,14750400317009,5,0.0
49329,14750400317009,6,0.0
49330,14750400317009,7,0.0
49331,14750400317009,8,0.0
49332,14750400317009,9,0.0
49333,14750400317009,10,0.0
49334,14750400317009,11,0.0
49335,14750400317009,12,0.0
49336,14750400317009,13,0.0
49337,14750400317009,14,
49338,14750400317010,1,0.0
49339,14750400317010,2,0.0
49340,14750400317010,3,1500.0
49341,14750400317010,4,0.0
49342,14750400317010,5,0.0
49343,14750400317010,6,0.0
49344,14750400317010,7,0.0
49345,14750400317010,8,0.0
49346,14750400317010,9,50.0
49347,14750400317010,10,0.0
49348,14750400317010,11,0.0
49349,14750400317010,12,0.0
49350,14750400317010,13,0.0
49351,14750400317010,14,0.0
49352,14750400317011,1,350.0
49353,14750400317011,2,3000.0
49354,14750400317011,3,1500.0
49355,14750400317011,4,500.0
49356,14750400317011,5,0.0
49357,14750400317011,6,250.0
49358,14750400317011,7,0.0
49359,14750400317011,8,0.0
49360,14750400317011,9,0.0
49361,14750400317011,10,0.0
49362,14750400317011,11,0.0
49363,14750400317011,12,8000.0
49364,14750400317011,13,0.0
49365,14750400317011,14,
49366,14750400317012,1,700.0
49367,14750400317012,2,150.0
49368,14750400317012,3,1200.0
49369,14750400317012,4,50.0
49370,14750400317012,5,
49371,14750400317012,6,0.0
49372,14750400317012,7,0.0
49373,14750400317012,8,0.0
49374,14750400317012,9,0.0
49375,14750400317012,10,0.0
49376,14750400317012,11,0.0
49377,14750400317012,12,0.0
49378,14750400317012,13,0.0
49379,14750400317012,14,0.0
49380,14750400612001,1,0.0
49381,14750400612001,2,100.0
49382,14750400612001,3,5.0
49383,14750400612001,4,80.0
49384,14750400612001,5,0.0
49385,14750400612001,6,0.0
49386,14750400612001,7,
49387,14750400612001,8,0.0
49388,14750400612001,9,80.0
49389,14750400612001,10,0.0
49390,14750400612001,11,8.0
49391,14750400612001,12,8.0
49392,14750400612001,13,0.0
49393,14750400612001,14,80.0
49394,14750400612002,1,1000.0
49395,14750400612002,2,2900.0
49396,14750400612002,3,9000.0
49397,14750400612002,4,300.0
49398,14750400612002,5,0.0
