,HHID,M_item,M_a,M_b,M_c
71714,07610101505024,23,0,,
71715,07610101505024,24,1,3.0,8.0
71716,07610101505033,1,1,2.0,
71717,07610101505033,2,0,,
71718,07610101505033,3,0,,
71719,07610101505033,4,0,,
71720,07610101505033,5,0,,
71721,07610101505033,6,0,,
71722,07610101505033,7,0,,
71723,07610101505033,8,0,,
71724,07610101505033,9,0,,
71725,07610101505033,10,0,,
71726,07610101505033,11,0,,
71727,07610101505033,12,0,,
71728,07610101505033,13,0,,
71729,07610101505033,14,0,,
71730,07610101505033,15,0,,
71731,07610101505033,16,0,,
71732,07610101505033,17,0,,
71733,07610101505033,18,0,,
71734,07610101505033,19,0,,
71735,07610101505033,20,0,,
71736,07610101505033,21,1,2.0,
71737,07610101505033,22,0,,
71738,07610101505033,23,0,,
71739,07610101505033,24,0,,
71740,07610101505042,1,3,2.0,
71741,07610101505042,2,0,,
71742,07610101505042,3,0,,
71743,07610101505042,4,0,,
71744,07610101505042,5,0,,
71745,07610101505042,6,0,,
71746,07610101505042,7,1,2.0,
71747,07610101505042,8,0,,
71748,07610101505042,9,1,2.0,
71749,07610101505042,10,0,,
71750,07610101505042,11,0,,
71751,07610101505042,12,0,,
71752,07610101505042,13,0,,
71753,07610101505042,14,0,,
71754,07610101505042,15,0,,
71755,07610101505042,16,0,,
71756,07610101505042,17,0,,
71757,07610101505042,18,0,,
71758,07610101505042,19,0,,
71759,07610101505042,20,0,,
71760,07610101505042,21,3,2.0,
71761,07610101505042,22,0,,
71762,07610101505042,23,1,2.0,3.0
71763,07610101505042,24,0,,
71764,07610101505051,1,3,1.0,
71765,07610101505051,2,0,,
71766,07610101505051,3,0,,
71767,07610101505051,4,0,,
71768,07610101505051,5,1,1.0,
71769,07610101505051,6,1,1.0,2.0
71770,07610101505051,7,0,,
71771,07610101505051,8,0,,
71772,07610101505051,9,0,,
71773,07610101505051,10,0,,
71774,07610101505051,11,0,,
71775,07610101505051,12,0,,
71776,07610101505051,13,0,,
71777,07610101505051,14,0,,
71778,07610101505051,15,0,,
71779,07610101505051,16,0,,
71780,07610101505051,17,0,,
71781,07610101505051,18,0,,
71782,07610101505051,19,0,,
71783,07610101505051,20,0,,
71784,07610101505051,21,1,1.0,
71785,07610101505051,22,0,,
71786,07610101505051,23,0,,
71787,07610101505051,24,0,,
71788,07610101505058,1,0,,
71789,07610101505058,2,0,,
71790,07610101505058,3,0,,
71791,07610101505058,4,0,,
71792,07610101505058,5,0,,
71793,07610101505058,6,0,,
71794,07610101505058,7,0,,
71795,07610101505058,8,0,,
71796,07610101505058,9,0,,
71797,07610101505058,10,0,,
71798,07610101505058,11,0,,
71799,07610101505058,12,0,,
71800,07610101505058,13,0,,
71801,07610101505058,14,0,,
71802,07610101505058,15,0,,
71803,07610101505058,16,0,,
71804,07610101505058,17,0,,
71805,07610101505058,18,0,,
71806,07610101505058,19,0,,
71807,07610101505058,20,0,,
71808,07610101505058,21,0,,
71809,07610101505058,22,0,,
71810,07610101505058,23,0,,
71811,07610101505058,24,0,,
71812,07610101505060,1,5,1.0,
71813,07610101505060,2,0,,
71814,07610101505060,3,1,1.0,
71815,07610101505060,4,0,,
71816,07610101505060,5,0,,
71817,07610101505060,6,1,1.0,3.0
71818,07610101505060,7,0,,
71819,07610101505060,8,0,,
71820,07610101505060,9,1,1.0,
71821,07610101505060,10,0,,
71822,07610101505060,11,0,,
71823,07610101505060,12,0,,
71824,07610101505060,13,0,,
71825,07610101505060,14,0,,
71826,07610101505060,15,0,,
71827,07610101505060,16,0,,
71828,07610101505060,17,0,,
71829,07610101505060,18,0,,
71830,07610101505060,19,0,,
71831,07610101505060,20,0,,
71832,07610101505060,21,3,1.0,
71833,07610101505060,22,0,,
71834,07610101505060,23,1,1.0,2.0
71835,07610101505060,24,0,,
71836,07610101505069,1,1,1.0,
71837,07610101505069,2,0,,
71838,07610101505069,3,0,,
71839,07610101505069,4,0,,
71840,07610101505069,5,0,,
71841,07610101505069,6,1,1.0,0.0
71842,07610101505069,7,0,,
71843,07610101505069,8,0,,
71844,07610101505069,9,0,,
71845,07610101505069,10,0,,
71846,07610101505069,11,0,,
71847,07610101505069,12,0,,
71848,07610101505069,13,0,,
71849,07610101505069,14,0,,
71850,07610101505069,15,0,,
71851,07610101505069,16,0,,
71852,07610101505069,17,0,,
71853,07610101505069,18,0,,
71854,07610101505069,19,0,,
71855,07610101505069,20,2,1.0,
71856,07610101505069,21,0,,
71857,07610101505069,22,0,,
71858,07610101505069,23,0,,
71859,07610101505069,24,0,,
71860,07610101505078,1,1,2.0,
71861,07610101505078,2,0,,
71862,07610101505078,3,0,,
71863,07610101505078,4,0,,
71864,07610101505078,5,0,,
71865,07610101505078,6,0,,
71866,07610101505078,7,0,,
71867,07610101505078,8,0,,
71868,07610101505078,9,0,,
71869,07610101505078,10,0,,
71870,07610101505078,11,0,,
71871,07610101505078,12,0,,
71872,07610101505078,13,0,,
71873,07610101505078,14,0,,
71874,07610101505078,15,0,,
71875,07610101505078,16,0,,
71876,07610101505078,17,0,,
71877,07610101505078,18,0,,
71878,07610101505078,19,0,,
71879,07610101505078,20,0,,
71880,07610101505078,21,0,,
71881,07610101505078,22,0,,
71882,07610101505078,23,0,,
71883,07610101505078,24,0,,
71884,07610101505107,1,0,,
71885,07610101505107,2,0,,
71886,07610101505107,3,0,,
71887,07610101505107,4,0,,
71888,07610101505107,5,0,,
71889,07610101505107,6,0,,
71890,07610101505107,7,0,,
71891,07610101505107,8,0,,
71892,07610101505107,9,0,,
71893,07610101505107,10,0,,
71894,07610101505107,11,0,,
71895,07610101505107,12,0,,
71896,07610101505107,13,0,,
71897,07610101505107,14,0,,
71898,07610101505107,15,0,,
71899,07610101505107,16,0,,
71900,07610101505107,17,0,,
71901,07610101505107,18,0,,
71902,07610101505107,19,0,,
71903,07610101505107,20,0,,
71904,07610101505107,21,0,,
71905,07610101505107,22,0,,
71906,07610101505107,23,0,,
71907,07610101505107,24,0,,
71908,07610101604003,1,0,,
71909,07610101604003,2,0,,
71910,07610101604003,3,0,,
71911,07610101604003,4,0,,
71912,07610101604003,5,0,,
71913,07610101604003,6,0,,
71914,07610101604003,7,0,,
71915,07610101604003,8,0,,
71916,07610101604003,9,0,,
71917,07610101604003,10,0,,
71918,07610101604003,11,0,,
71919,07610101604003,12,0,,
71920,07610101604003,13,0,,
71921,07610101604003,14,0,,
71922,07610101604003,15,0,,
71923,07610101604003,16,0,,
71924,07610101604003,17,0,,
71925,07610101604003,18,0,,
71926,07610101604003,19,0,,
71927,07610101604003,20,0,,
71928,07610101604003,21,0,,
71929,07610101604003,22,0,,
71930,07610101604003,23,0,,
71931,07610101604003,24,0,,
71932,07610101604024,1,0,,
71933,07610101604024,2,0,,
71934,07610101604024,3,0,,
71935,07610101604024,4,0,,
71936,07610101604024,5,0,,
71937,07610101604024,6,0,,
71938,07610101604024,7,0,,
71939,07610101604024,8,0,,
71940,07610101604024,9,0,,
71941,07610101604024,10,0,,
71942,07610101604024,11,0,,
71943,07610101604024,12,0,,
71944,07610101604024,13,0,,
71945,07610101604024,14,0,,
71946,07610101604024,15,0,,
71947,07610101604024,16,0,,
71948,07610101604024,17,0,,
71949,07610101604024,18,0,,
71950,07610101604024,19,0,,
71951,07610101604024,20,0,,
71952,07610101604024,21,0,,
71953,07610101604024,22,0,,
71954,07610101604024,23,0,,
71955,07610101604024,24,0,,
71956,07610101604045,1,0,,
71957,07610101604045,2,0,,
71958,07610101604045,3,0,,
71959,07610101604045,4,0,,
71960,07610101604045,5,0,,
71961,07610101604045,6,0,,
71962,07610101604045,7,0,,
71963,07610101604045,8,0,,
71964,07610101604045,9,0,,
71965,07610101604045,10,0,,
71966,07610101604045,11,0,,
71967,07610101604045,12,0,,
71968,07610101604045,13,0,,
71969,07610101604045,14,0,,
71970,07610101604045,15,0,,
71971,07610101604045,16,0,,
71972,07610101604045,17,0,,
71973,07610101604045,18,0,,
71974,07610101604045,19,0,,
71975,07610101604045,20,0,,
71976,07610101604045,21,0,,
71977,07610101604045,22,0,,
71978,07610101604045,23,0,,
71979,07610101604045,24,0,,
71980,07610101604066,1,0,,
71981,07610101604066,2,0,,
71982,07610101604066,3,0,,
71983,07610101604066,4,0,,
71984,07610101604066,5,0,,
71985,07610101604066,6,0,,
71986,07610101604066,7,0,,
71987,07610101604066,8,0,,
71988,07610101604066,9,0,,
71989,07610101604066,10,0,,
71990,07610101604066,11,0,,
71991,07610101604066,12,0,,
71992,07610101604066,13,0,,
71993,07610101604066,14,0,,
71994,07610101604066,15,0,,
71995,07610101604066,16,0,,
71996,07610101604066,17,0,,
71997,07610101604066,18,0,,
71998,07610101604066,19,0,,
71999,07610101604066,20,0,,
72000,07610101604066,21,0,,
72001,07610101604066,22,0,,
72002,07610101604066,23,0,,
72003,07610101604066,24,0,,
72004,07610101604087,1,0,,
72005,07610101604087,2,0,,
72006,07610101604087,3,0,,
72007,07610101604087,4,0,,
72008,07610101604087,5,0,,
72009,07610101604087,6,0,,
72010,07610101604087,7,0,,
72011,07610101604087,8,0,,
72012,07610101604087,9,0,,
72013,07610101604087,10,0,,
72014,07610101604087,11,0,,
72015,07610101604087,12,0,,
72016,07610101604087,13,0,,
72017,07610101604087,14,0,,
72018,07610101604087,15,0,,
72019,07610101604087,16,0,,
72020,07610101604087,17,0,,
72021,07610101604087,18,0,,
72022,07610101604087,19,0,,
72023,07610101604087,20,0,,
72024,07610101604087,21,0,,
72025,07610101604087,22,0,,
72026,07610101604087,23,0,,
72027,07610101604087,24,0,,
72028,07610101604108,1,0,,
72029,07610101604108,2,0,,
72030,07610101604108,3,0,,
72031,07610101604108,4,0,,
72032,07610101604108,5,0,,
72033,07610101604108,6,0,,
72034,07610101604108,7,0,,
72035,07610101604108,8,0,,
72036,07610101604108,9,0,,
72037,07610101604108,10,0,,
72038,07610101604108,11,0,,
72039,07610101604108,12,0,,
72040,07610101604108,13,0,,
72041,07610101604108,14,0,,
72042,07610101604108,15,0,,
72043,07610101604108,16,0,,
72044,07610101604108,17,0,,
72045,07610101604108,18,0,,
72046,07610101604108,19,0,,
72047,07610101604108,20,0,,
72048,07610101604108,21,0,,
72049,07610101604108,22,0,,
72050,07610101604108,23,0,,
72051,07610101604108,24,0,,
72052,07610101604129,1,0,,
72053,07610101604129,2,0,,
72054,07610101604129,3,0,,
72055,07610101604129,4,0,,
72056,07610101604129,5,0,,
72057,07610101604129,6,0,,
72058,07610101604129,7,0,,
72059,07610101604129,8,0,,
72060,07610101604129,9,0,,
72061,07610101604129,10,0,,
72062,07610101604129,11,0,,
72063,07610101604129,12,0,,
72064,07610101604129,13,0,,
72065,07610101604129,14,0,,
72066,07610101604129,15,0,,
72067,07610101604129,16,0,,
72068,07610101604129,17,0,,
72069,07610101604129,18,0,,
72070,07610101604129,19,0,,
72071,07610101604129,20,0,,
72072,07610101604129,21,0,,
72073,07610101604129,22,0,,
72074,07610101604129,23,0,,
72075,07610101604129,24,0,,
72076,07610101604150,1,8,2.0,
72077,07610101604150,2,0,,
72078,07610101604150,3,0,,
72079,07610101604150,4,0,,
72080,07610101604150,5,0,,
72081,07610101604150,6,0,,
72082,07610101604150,7,0,,
72083,07610101604150,8,0,,
72084,07610101604150,9,0,,
72085,07610101604150,10,0,,
72086,07610101604150,11,0,,
72087,07610101604150,12,0,,
72088,07610101604150,13,0,,
72089,07610101604150,14,0,,
72090,07610101604150,15,0,,
72091,07610101604150,16,0,,
72092,07610101604150,17,0,,
72093,07610101604150,18,0,,
72094,07610101604150,19,0,,
72095,07610101604150,20,0,,
72096,07610101604150,21,0,,
72097,07610101604150,22,0,,
72098,07610101604150,23,0,,
72099,07610101604150,24,0,,
72100,07610101604171,1,0,,
72101,07610101604171,2,0,,
72102,07610101604171,3,0,,
72103,07610101604171,4,0,,
72104,07610101604171,5,0,,
72105,07610101604171,6,0,,
72106,07610101604171,7,0,,
72107,07610101604171,8,0,,
72108,07610101604171,9,0,,
72109,07610101604171,10,0,,
72110,07610101604171,11,0,,
72111,07610101604171,12,0,,
72112,07610101604171,13,0,,
72113,07610101604171,14,0,,
72114,07610101604171,15,0,,
72115,07610101604171,16,0,,
72116,07610101604171,17,0,,
72117,07610101604171,18,0,,
72118,07610101604171,19,0,,
72119,07610101604171,20,0,,
72120,07610101604171,21,0,,
72121,07610101604171,22,0,,
72122,07610101604171,23,0,,
72123,07610101604171,24,0,,
72124,07610101604192,1,0,,
72125,07610101604192,2,0,,
72126,07610101604192,3,0,,
72127,07610101604192,4,0,,
72128,07610101604192,5,0,,
72129,07610101604192,6,0,,
72130,07610101604192,7,0,,
72131,07610101604192,8,0,,
72132,07610101604192,9,0,,
72133,07610101604192,10,0,,
72134,07610101604192,11,0,,
72135,07610101604192,12,0,,
72136,07610101604192,13,0,,
72137,07610101604192,14,0,,
72138,07610101604192,15,0,,
72139,07610101604192,16,0,,
72140,07610101604192,17,0,,
72141,07610101604192,18,0,,
72142,07610101604192,19,0,,
72143,07610101604192,20,0,,
72144,07610101604192,21,0,,
72145,07610101604192,22,0,,
72146,07610101604192,23,0,,
72147,07610101604192,24,0,,
72148,07610101604213,1,0,,
72149,07610101604213,2,0,,
72150,07610101604213,3,0,,
72151,07610101604213,4,0,,
72152,07610101604213,5,0,,
72153,07610101604213,6,0,,
72154,07610101604213,7,0,,
72155,07610101604213,8,0,,
72156,07610101604213,9,0,,
72157,07610101604213,10,0,,
72158,07610101604213,11,0,,
72159,07610101604213,12,0,,
72160,07610101604213,13,0,,
72161,07610101604213,14,0,,
72162,07610101604213,15,0,,
72163,07610101604213,16,0,,
72164,07610101604213,17,0,,
72165,07610101604213,18,0,,
72166,07610101604213,19,0,,
72167,07610101604213,20,0,,
72168,07610101604213,21,0,,
72169,07610101604213,22,0,,
72170,07610101604213,23,0,,
72171,07610101604213,24,0,,
72172,07610101604234,1,0,,
72173,07610101604234,2,0,,
72174,07610101604234,3,0,,
72175,07610101604234,4,0,,
72176,07610101604234,5,0,,
72177,07610101604234,6,0,,
72178,07610101604234,7,0,,
72179,07610101604234,8,0,,
72180,07610101604234,9,0,,
72181,07610101604234,10,0,,
72182,07610101604234,11,0,,
72183,07610101604234,12,0,,
72184,07610101604234,13,0,,
72185,07610101604234,14,0,,
72186,07610101604234,15,0,,
72187,07610101604234,16,0,,
72188,07610101604234,17,0,,
72189,07610101604234,18,0,,
72190,07610101604234,19,0,,
72191,07610101604234,20,0,,
72192,07610101604234,21,0,,
72193,07610101604234,22,0,,
72194,07610101604234,23,0,,
72195,07610101604234,24,0,,
72196,07620300101001,1,0,,
72197,07620300101001,2,0,,
72198,07620300101001,3,0,,
72199,07620300101001,4,0,,
72200,07620300101001,5,0,,
72201,07620300101001,6,0,,
72202,07620300101001,7,0,,
72203,07620300101001,8,0,,
72204,07620300101001,9,0,,
72205,07620300101001,10,0,,
72206,07620300101001,11,0,,
72207,07620300101001,12,0,,
72208,07620300101001,13,0,,
72209,07620300101001,14,0,,
72210,07620300101001,15,0,,
72211,07620300101001,16,0,,
72212,07620300101001,17,0,,
72213,07620300101001,18,0,,
72214,07620300101001,19,0,,
72215,07620300101001,20,0,,
72216,07620300101001,21,0,,
72217,07620300101001,22,0,,
72218,07620300101001,23,0,,
72219,07620300101001,24,0,,
72220,07620300101002,1,1,1.0,
72221,07620300101002,2,0,,
72222,07620300101002,3,0,,
72223,07620300101002,4,0,,
72224,07620300101002,5,0,,
72225,07620300101002,6,0,,
72226,07620300101002,7,0,,
72227,07620300101002,8,0,,
72228,07620300101002,9,0,,
72229,07620300101002,10,0,,
72230,07620300101002,11,0,,
72231,07620300101002,12,0,,
72232,07620300101002,13,0,,
72233,07620300101002,14,0,,
72234,07620300101002,15,0,,
72235,07620300101002,16,0,,
72236,07620300101002,17,0,,
72237,07620300101002,18,0,,
72238,07620300101002,19,0,,
72239,07620300101002,20,0,,
72240,07620300101002,21,1,1.0,
72241,07620300101002,22,0,,
72242,07620300101002,23,0,,
72243,07620300101002,24,0,,
72244,07620300101004,1,0,,
72245,07620300101004,2,0,,
72246,07620300101004,3,0,,
72247,07620300101004,4,0,,
72248,07620300101004,5,0,,
72249,07620300101004,6,0,,
72250,07620300101004,7,0,,
72251,07620300101004,8,0,,
72252,07620300101004,9,0,,
72253,07620300101004,10,0,,
72254,07620300101004,11,0,,
72255,07620300101004,12,0,,
72256,07620300101004,13,0,,
72257,07620300101004,14,0,,
72258,07620300101004,15,0,,
72259,07620300101004,16,0,,
72260,07620300101004,17,0,,
72261,07620300101004,18,0,,
72262,07620300101004,19,0,,
72263,07620300101004,20,0,,
72264,07620300101004,21,0,,
72265,07620300101004,22,0,,
72266,07620300101004,23,0,,
72267,07620300101004,24,0,,
72268,07620300101007,1,0,,
72269,07620300101007,2,0,,
72270,07620300101007,3,0,,
72271,07620300101007,4,0,,
72272,07620300101007,5,0,,
72273,07620300101007,6,0,,
72274,07620300101007,7,0,,
72275,07620300101007,8,0,,
72276,07620300101007,9,0,,
72277,07620300101007,10,0,,
72278,07620300101007,11,0,,
72279,07620300101007,12,0,,
72280,07620300101007,13,0,,
72281,07620300101007,14,0,,
72282,07620300101007,15,0,,
72283,07620300101007,16,0,,
72284,07620300101007,17,0,,
72285,07620300101007,18,0,,
72286,07620300101007,19,0,,
72287,07620300101007,20,0,,
72288,07620300101007,21,0,,
72289,07620300101007,22,0,,
72290,07620300101007,23,0,,
72291,07620300101007,24,0,,
72292,07620300101020,1,1,2.0,
72293,07620300101020,2,0,,
72294,07620300101020,3,0,,
72295,07620300101020,4,0,,
72296,07620300101020,5,0,,
72297,07620300101020,6,0,,
72298,07620300101020,7,0,,
72299,07620300101020,8,0,,
72300,07620300101020,9,0,,
72301,07620300101020,10,0,,
72302,07620300101020,11,0,,
72303,07620300101020,12,0,,
72304,07620300101020,13,0,,
72305,07620300101020,14,0,,
72306,07620300101020,15,0,,
72307,07620300101020,16,0,,
72308,07620300101020,17,0,,
72309,07620300101020,18,0,,
72310,07620300101020,19,0,,
72311,07620300101020,20,0,,
72312,07620300101020,21,1,1.0,
72313,07620300101020,22,0,,
72314,07620300101020,23,0,,
72315,07620300101020,24,0,,
72316,07620300101038,1,7,2.0,
72317,07620300101038,2,0,,
72318,07620300101038,3,0,,
72319,07620300101038,4,0,,
72320,07620300101038,5,0,,
72321,07620300101038,6,1,1.0,4.0
72322,07620300101038,7,1,2.0,
72323,07620300101038,8,0,,
72324,07620300101038,9,0,,
72325,07620300101038,10,0,,
72326,07620300101038,11,0,,
72327,07620300101038,12,0,,
72328,07620300101038,13,0,,
72329,07620300101038,14,0,,
72330,07620300101038,15,0,,
72331,07620300101038,16,0,,
72332,07620300101038,17,0,,
72333,07620300101038,18,0,,
72334,07620300101038,19,0,,
72335,07620300101038,20,1,1.0,
72336,07620300101038,21,2,1.0,
72337,07620300101038,22,0,,
72338,07620300101038,23,1,2.0,4.0
72339,07620300101038,24,0,,
72340,07620300101056,1,5,2.0,
72341,07620300101056,2,0,,
72342,07620300101056,3,2,2.0,
72343,07620300101056,4,0,,
72344,07620300101056,5,0,,
72345,07620300101056,6,1,2.0,0.0
72346,07620300101056,7,1,2.0,
72347,07620300101056,8,0,,
72348,07620300101056,9,0,,
72349,07620300101056,10,0,,
72350,07620300101056,11,0,,
72351,07620300101056,12,0,,
72352,07620300101056,13,0,,
72353,07620300101056,14,0,,
72354,07620300101056,15,0,,
72355,07620300101056,16,0,,
72356,07620300101056,17,0,,
72357,07620300101056,18,0,,
72358,07620300101056,19,0,,
72359,07620300101056,20,1,2.0,
72360,07620300101056,21,3,2.0,
72361,07620300101056,22,0,,
72362,07620300101056,23,1,2.0,3.0
72363,07620300101056,24,0,,
72364,07620300101074,1,8,2.0,
72365,07620300101074,2,0,,
72366,07620300101074,3,0,,
72367,07620300101074,4,0,,
72368,07620300101074,5,0,,
72369,07620300101074,6,0,,
72370,07620300101074,7,0,,
72371,07620300101074,8,0,,
72372,07620300101074,9,0,,
72373,07620300101074,10,0,,
72374,07620300101074,11,0,,
72375,07620300101074,12,0,,
72376,07620300101074,13,0,,
72377,07620300101074,14,0,,
72378,07620300101074,15,0,,
72379,07620300101074,16,0,,
72380,07620300101074,17,0,,
72381,07620300101074,18,0,,
72382,07620300101074,19,0,,
72383,07620300101074,20,0,,
72384,07620300101074,21,3,2.0,
72385,07620300101074,22,0,,
72386,07620300101074,23,0,,
72387,07620300101074,24,0,,
72388,07620300101092,1,2,2.0,
72389,07620300101092,2,0,,
72390,07620300101092,3,0,,
72391,07620300101092,4,0,,
72392,07620300101092,5,0,,
72393,07620300101092,6,0,,
72394,07620300101092,7,0,,
72395,07620300101092,8,0,,
72396,07620300101092,9,0,,
72397,07620300101092,10,0,,
72398,07620300101092,11,0,,
72399,07620300101092,12,0,,
72400,07620300101092,13,0,,
72401,07620300101092,14,0,,
72402,07620300101092,15,0,,
72403,07620300101092,16,0,,
72404,07620300101092,17,0,,
72405,07620300101092,18,0,,
72406,07620300101092,19,0,,
72407,07620300101092,20,1,1.0,
72408,07620300101092,21,1,2.0,
72409,07620300101092,22,0,,
72410,07620300101092,23,1,2.0,3.0
72411,07620300101092,24,0,,
72412,07620300101110,1,1,1.0,
72413,07620300101110,2,0,,
72414,07620300101110,3,0,,
72415,07620300101110,4,0,,
72416,07620300101110,5,0,,
72417,07620300101110,6,0,,
72418,07620300101110,7,0,,
72419,07620300101110,8,0,,
72420,07620300101110,9,0,,
72421,07620300101110,10,0,,
72422,07620300101110,11,0,,
72423,07620300101110,12,0,,
72424,07620300101110,13,0,,
72425,07620300101110,14,0,,
72426,07620300101110,15,0,,
72427,07620300101110,16,0,,
72428,07620300101110,17,0,,
72429,07620300101110,18,0,,
72430,07620300101110,19,0,,
72431,07620300101110,20,0,,
72432,07620300101110,21,0,,
72433,07620300101110,22,0,,
72434,07620300101110,23,0,,
72435,07620300101110,24,0,,
72436,07620300101128,1,1,2.0,
72437,07620300101128,2,0,,
72438,07620300101128,3,2,2.0,
72439,07620300101128,4,0,,
72440,07620300101128,5,0,,
72441,07620300101128,6,0,,
72442,07620300101128,7,0,,
72443,07620300101128,8,0,,
72444,07620300101128,9,0,,
72445,07620300101128,10,0,,
72446,07620300101128,11,0,,
72447,07620300101128,12,0,,
72448,07620300101128,13,0,,
72449,07620300101128,14,0,,
72450,07620300101128,15,0,,
72451,07620300101128,16,0,,
72452,07620300101128,17,0,,
72453,07620300101128,18,0,,
72454,07620300101128,19,0,,
72455,07620300101128,20,0,,
72456,07620300101128,21,2,2.0,
72457,07620300101128,22,0,,
72458,07620300101128,23,1,2.0,3.0
72459,07620300101128,24,0,,
72460,07620300101146,1,2,2.0,
72461,07620300101146,2,0,,
72462,07620300101146,3,0,,
72463,07620300101146,4,0,,
72464,07620300101146,5,0,,
72465,07620300101146,6,0,,
72466,07620300101146,7,0,,
72467,07620300101146,8,0,,
72468,07620300101146,9,0,,
72469,07620300101146,10,0,,
72470,07620300101146,11,0,,
72471,07620300101146,12,0,,
72472,07620300101146,13,0,,
72473,07620300101146,14,0,,
72474,07620300101146,15,0,,
72475,07620300101146,16,0,,
72476,07620300101146,17,0,,
72477,07620300101146,18,0,,
72478,07620300101146,19,0,,
72479,07620300101146,20,0,,
72480,07620300101146,21,0,,
72481,07620300101146,22,0,,
72482,07620300101146,23,0,,
72483,07620300101146,24,1,2.0,3.0
72484,07630101203007,1,0,,
72485,07630101203007,2,0,,
72486,07630101203007,3,0,,
72487,07630101203007,4,0,,
72488,07630101203007,5,0,,
72489,07630101203007,6,0,,
72490,07630101203007,7,0,,
72491,07630101203007,8,0,,
72492,07630101203007,9,0,,
72493,07630101203007,10,0,,
72494,07630101203007,11,0,,
72495,07630101203007,12,0,,
72496,07630101203007,13,0,,
72497,07630101203007,14,0,,
72498,07630101203007,15,0,,
72499,07630101203007,16,0,,
72500,07630101203007,17,0,,
72501,07630101203007,18,0,,
72502,07630101203007,19,0,,
72503,07630101203007,20,0,,
72504,07630101203007,21,1,1.0,
72505,07630101203007,22,0,,
72506,07630101203007,23,0,,
72507,07630101203007,24,0,,
72508,07630101203023,1,0,,
72509,07630101203023,2,0,,
72510,07630101203023,3,0,,
72511,07630101203023,4,0,,
72512,07630101203023,5,0,,
72513,07630101203023,6,0,,
72514,07630101203023,7,0,,
72515,07630101203023,8,0,,
72516,07630101203023,9,0,,
72517,07630101203023,10,0,,
72518,07630101203023,11,0,,
72519,07630101203023,12,0,,
72520,07630101203023,13,0,,
72521,07630101203023,14,0,,
72522,07630101203023,15,0,,
72523,07630101203023,16,0,,
72524,07630101203023,17,0,,
72525,07630101203023,18,0,,
72526,07630101203023,19,0,,
72527,07630101203023,20,0,,
72528,07630101203023,21,0,,
72529,07630101203023,22,0,,
72530,07630101203023,23,0,,
72531,07630101203023,24,0,,
72532,07630101203039,1,0,,
72533,07630101203039,2,0,,
72534,07630101203039,3,0,,
72535,07630101203039,4,0,,
72536,07630101203039,5,0,,
72537,07630101203039,6,0,,
72538,07630101203039,7,0,,
72539,07630101203039,8,0,,
72540,07630101203039,9,0,,
72541,07630101203039,10,0,,
72542,07630101203039,11,0,,
72543,07630101203039,12,0,,
72544,07630101203039,13,0,,
72545,07630101203039,14,0,,
72546,07630101203039,15,0,,
72547,07630101203039,16,0,,
72548,07630101203039,17,0,,
72549,07630101203039,18,0,,
72550,07630101203039,19,0,,
72551,07630101203039,20,0,,
72552,07630101203039,21,1,2.0,
72553,07630101203039,22,0,,
72554,07630101203039,23,0,,
72555,07630101203039,24,0,,
72556,07630101203055,1,0,,
72557,07630101203055,2,0,,
72558,07630101203055,3,0,,
72559,07630101203055,4,0,,
72560,07630101203055,5,0,,
72561,07630101203055,6,0,,
72562,07630101203055,7,0,,
72563,07630101203055,8,0,,
72564,07630101203055,9,0,,
72565,07630101203055,10,0,,
72566,07630101203055,11,0,,
72567,07630101203055,12,0,,
72568,07630101203055,13,0,,
72569,07630101203055,14,0,,
72570,07630101203055,15,0,,
72571,07630101203055,16,0,,
72572,07630101203055,17,0,,
72573,07630101203055,18,0,,
72574,07630101203055,19,0,,
72575,07630101203055,20,0,,
72576,07630101203055,21,0,,
72577,07630101203055,22,0,,
72578,07630101203055,23,0,,
72579,07630101203055,24,0,,
72580,07630101203071,1,0,,
72581,07630101203071,2,0,,
72582,07630101203071,3,0,,
72583,07630101203071,4,0,,
72584,07630101203071,5,0,,
72585,07630101203071,6,0,,
72586,07630101203071,7,0,,
72587,07630101203071,8,0,,
72588,07630101203071,9,0,,
72589,07630101203071,10,0,,
72590,07630101203071,11,0,,
72591,07630101203071,12,0,,
72592,07630101203071,13,0,,
72593,07630101203071,14,0,,
72594,07630101203071,15,0,,
72595,07630101203071,16,0,,
72596,07630101203071,17,0,,
72597,07630101203071,18,0,,
72598,07630101203071,19,0,,
72599,07630101203071,20,0,,
72600,07630101203071,21,0,,
72601,07630101203071,22,0,,
72602,07630101203071,23,0,,
72603,07630101203071,24,0,,
72604,07630101203087,1,0,,
72605,07630101203087,2,0,,
72606,07630101203087,3,0,,
72607,07630101203087,4,0,,
72608,07630101203087,5,0,,
72609,07630101203087,6,0,,
72610,07630101203087,7,0,,
72611,07630101203087,8,0,,
72612,07630101203087,9,0,,
72613,07630101203087,10,0,,
72614,07630101203087,11,0,,
72615,07630101203087,12,0,,
72616,07630101203087,13,0,,
72617,07630101203087,14,0,,
72618,07630101203087,15,0,,
72619,07630101203087,16,0,,
72620,07630101203087,17,0,,
72621,07630101203087,18,0,,
72622,07630101203087,19,0,,
72623,07630101203087,20,0,,
72624,07630101203087,21,0,,
72625,07630101203087,22,0,,
72626,07630101203087,23,0,,
72627,07630101203087,24,0,,
72628,07630101203103,1,0,,
72629,07630101203103,2,0,,
72630,07630101203103,3,0,,
72631,07630101203103,4,0,,
