,HHID,O,O1,O2
6539,14720100211015,1.0,2.0,
6540,14720100211015,2.0,2.0,
6541,14720100211016,1.0,2.0,
6542,14720100211016,2.0,2.0,
6543,14720100211017,1.0,2.0,
6544,14720100211017,2.0,2.0,
6545,14720100211018,1.0,2.0,
6546,14720100211018,2.0,2.0,
6547,14720100211019,1.0,2.0,
6548,14720100211019,2.0,2.0,
6549,14720100211020,1.0,2.0,
6550,14720100211020,2.0,2.0,
6551,14720100222001,1.0,2.0,
6552,14720100222001,2.0,2.0,
6553,14720100222002,1.0,2.0,
6554,14720100222002,2.0,2.0,
6555,14720100222003,2.0,2.0,
6556,14720100222003,2.0,2.0,
6557,14720100222004,2.0,1.0,1.0
6558,14720100222004,2.0,2.0,
6559,14720100222005,2.0,2.0,
6560,14720100222005,2.0,2.0,
6561,14720100222006,2.0,2.0,
6562,14720100222006,2.0,2.0,
6563,14720100222007,2.0,2.0,
6564,14720100222007,2.0,2.0,
6565,14720100222008,2.0,1.0,1.0
6566,14720100222008,2.0,2.0,
6567,14720100222009,2.0,2.0,
6568,14720100222009,2.0,2.0,
6569,14720100222010,2.0,2.0,
6570,14720100222010,2.0,2.0,
6571,14720100222011,2.0,2.0,
6572,14720100222011,2.0,2.0,
6573,14720100222012,2.0,2.0,
6574,14720100222012,2.0,2.0,
6575,14720100222013,2.0,2.0,
6576,14720100222013,2.0,2.0,
6577,14720100222014,2.0,2.0,
6578,14720100222014,2.0,2.0,
6579,14720100222015,2.0,2.0,
6580,14720100222015,2.0,2.0,
6581,14720100222016,2.0,2.0,
6582,14720100222016,2.0,2.0,
6583,14720100222017,2.0,2.0,
6584,14720100222017,2.0,2.0,
6585,14720100222018,2.0,2.0,
6586,14720100222018,2.0,2.0,
6587,14720100222019,2.0,2.0,
6588,14720100222019,2.0,2.0,
6589,14720100222020,2.0,2.0,
6590,14720100222020,2.0,2.0,
6591,14720100315001,1.0,2.0,
6592,14720100315001,2.0,2.0,
6593,14720100315003,2.0,2.0,
6594,14720100315003,2.0,2.0,
6595,14720100315004,1.0,2.0,
6596,14720100315004,2.0,2.0,
6597,14720100315005,1.0,2.0,
6598,14720100315005,2.0,2.0,
6599,14720100315006,1.0,2.0,
6600,14720100315006,2.0,2.0,
6601,14720100315012,1.0,2.0,
6602,14720100315012,2.0,2.0,
6603,14720100315047,1.0,2.0,
6604,14720100315047,2.0,2.0,
6605,14720100315054,1.0,2.0,
6606,14720100315054,1.0,2.0,
6607,14720100315061,1.0,2.0,
6608,14720100315061,2.0,2.0,
6609,14720100315068,1.0,2.0,
6610,14720100315068,2.0,2.0,
6611,14720100315075,1.0,2.0,
6612,14720100315075,1.0,2.0,
6613,14720100315082,1.0,2.0,
6614,14720100315082,2.0,2.0,
6615,14720100315089,1.0,2.0,
6616,14720100315089,2.0,2.0,
6617,14720100315096,1.0,2.0,
6618,14720100315096,2.0,2.0,
6619,14720100315103,1.0,2.0,
6620,14720100315103,2.0,2.0,
6621,14720100315110,2.0,1.0,1.0
6622,14720100315110,2.0,2.0,
6623,14720100315117,1.0,2.0,
6624,14720100315117,1.0,2.0,
6625,14720100315124,1.0,2.0,
6626,14720100315124,2.0,2.0,
6627,14720100315131,1.0,2.0,
6628,14720100315131,2.0,2.0,
6629,14720100315138,1.0,2.0,
6630,14720100315138,2.0,2.0,
6631,14720100326001,1.0,2.0,
6632,14720100326001,2.0,2.0,
6633,14720100326002,1.0,2.0,
6634,14720100326002,2.0,2.0,
6635,14720100326003,1.0,2.0,
6636,14720100326003,2.0,2.0,
6637,14720100326004,1.0,2.0,
6638,14720100326004,2.0,2.0,
6639,14720100326005,1.0,2.0,
6640,14720100326005,2.0,2.0,
6641,14720100326006,1.0,2.0,
6642,14720100326006,1.0,2.0,
6643,14720100326007,1.0,2.0,
6644,14720100326007,1.0,2.0,
6645,14720100326008,1.0,2.0,
6646,14720100326008,2.0,2.0,
6647,14720100326009,1.0,2.0,
6648,14720100326009,2.0,2.0,
6649,14720100326010,1.0,2.0,
6650,14720100326010,2.0,2.0,
6651,14720100326011,1.0,2.0,
6652,14720100326011,2.0,2.0,
6653,14720100326012,1.0,2.0,
6654,14720100326012,1.0,2.0,
6655,14720100326013,1.0,2.0,
6656,14720100326013,2.0,2.0,
6657,14720100326014,1.0,2.0,
6658,14720100326014,2.0,2.0,
6659,14720100326015,1.0,2.0,
6660,14720100326015,2.0,2.0,
6661,14720100326016,1.0,2.0,
6662,14720100326016,2.0,2.0,
6663,14720100326017,1.0,2.0,
6664,14720100326017,2.0,2.0,
6665,14720100326018,1.0,2.0,
6666,14720100326018,1.0,2.0,
6667,14720100326019,1.0,2.0,
6668,14720100326019,2.0,2.0,
6669,14720100326020,1.0,2.0,
6670,14720100326020,2.0,2.0,
6671,14720100406001,1.0,2.0,
6672,14720100406001,2.0,2.0,
6673,14720100406002,2.0,2.0,
6674,14720100406002,2.0,2.0,
6675,14720100406003,1.0,2.0,
6676,14720100406003,2.0,2.0,
6677,14720100406004,1.0,2.0,
6678,14720100406004,2.0,2.0,
6679,14720100406005,1.0,2.0,
6680,14720100406005,2.0,2.0,
6681,14720100406006,1.0,2.0,
6682,14720100406006,2.0,2.0,
6683,14720100406007,1.0,2.0,
6684,14720100406007,2.0,2.0,
6685,14720100406008,1.0,2.0,
6686,14720100406008,2.0,2.0,
6687,14720100406009,1.0,2.0,
6688,14720100406009,2.0,2.0,
6689,14720100406010,1.0,2.0,
6690,14720100406010,2.0,2.0,
6691,14720100406011,1.0,2.0,
6692,14720100406011,2.0,1.0,1.0
6693,14720100406012,1.0,2.0,
6694,14720100406012,2.0,2.0,
6695,14720100512001,2.0,2.0,
6696,14720100512001,2.0,2.0,
6697,14720100512002,2.0,2.0,
6698,14720100512002,2.0,2.0,
6699,14720100512003,2.0,2.0,
6700,14720100512003,2.0,2.0,
6701,14720100512004,2.0,2.0,
6702,14720100512004,2.0,2.0,
6703,14720100512006,2.0,2.0,
6704,14720100512006,2.0,2.0,
6705,14720100512007,2.0,2.0,
6706,14720100512007,2.0,2.0,
6707,14720100512008,2.0,2.0,
6708,14720100512008,2.0,2.0,
6709,14720100512009,2.0,2.0,
6710,14720100512009,2.0,2.0,
6711,14720100512010,2.0,2.0,
6712,14720100512010,2.0,2.0,
6713,14720100512011,2.0,2.0,
6714,14720100512011,2.0,2.0,
6715,14720100512012,2.0,2.0,
6716,14720100512012,2.0,2.0,
6717,14720100512013,2.0,2.0,
6718,14720100512013,2.0,2.0,
6719,14720100512014,2.0,2.0,
6720,14720100512014,2.0,2.0,
6721,14720100512015,2.0,2.0,
6722,14720100512015,2.0,2.0,
6723,14720100512016,2.0,2.0,
6724,14720100512016,2.0,2.0,
6725,14720100512017,2.0,2.0,
6726,14720100512017,2.0,2.0,
6727,14720100512018,2.0,2.0,
6728,14720100512018,2.0,2.0,
6729,14720100512019,2.0,2.0,
6730,14720100512019,2.0,2.0,
6731,14720100512020,2.0,2.0,
6732,14720100512020,2.0,2.0,
6733,14720100549006,1.0,2.0,
6734,14720100549006,2.0,1.0,1.0
6735,14720100549012,1.0,2.0,
6736,14720100549012,2.0,2.0,
6737,14720100549018,1.0,2.0,
6738,14720100549018,2.0,2.0,
6739,14720100549024,1.0,2.0,
6740,14720100549024,2.0,2.0,
6741,14720100549030,1.0,2.0,
6742,14720100549030,2.0,2.0,
6743,14720100549036,1.0,2.0,
6744,14720100549036,2.0,2.0,
6745,14720100549042,1.0,2.0,
6746,14720100549042,2.0,1.0,1.0
6747,14720100549048,1.0,2.0,
6748,14720100549048,2.0,1.0,1.0
6749,14720100549054,2.0,1.0,1.0
6750,14720100549054,2.0,1.0,1.0
6751,14720100549060,1.0,2.0,
6752,14720100549060,2.0,2.0,
6753,14720100549066,1.0,2.0,
6754,14720100549066,2.0,2.0,
6755,14720100549072,1.0,2.0,
6756,14720100549072,2.0,2.0,
6757,14720100549078,1.0,2.0,
6758,14720100549078,2.0,2.0,
6759,14720100549084,1.0,2.0,
6760,14720100549084,2.0,2.0,
6761,14720100549090,1.0,2.0,
6762,14720100549090,2.0,2.0,
6763,14720100549096,1.0,2.0,
6764,14720100549096,2.0,2.0,
6765,14720100549102,1.0,2.0,
6766,14720100549102,2.0,2.0,
6767,14720100549114,1.0,2.0,
6768,14720100549114,2.0,2.0,
6769,14720100549120,1.0,2.0,
6770,14720100549120,2.0,2.0,
6771,14720100560001,1.0,2.0,
6772,14720100560001,2.0,2.0,
6773,14720100560002,2.0,2.0,
6774,14720100560002,2.0,2.0,
6775,14720100560007,1.0,2.0,
6776,14720100560007,2.0,2.0,
6777,14720100560008,2.0,2.0,
6778,14720100560008,2.0,2.0,
6779,14720100560017,1.0,2.0,
6780,14720100560017,2.0,2.0,
6781,14720100560024,2.0,2.0,
6782,14720100560024,2.0,2.0,
6783,14720100560031,1.0,2.0,
6784,14720100560031,2.0,2.0,
6785,14720100560038,1.0,2.0,
6786,14720100560038,2.0,2.0,
6787,14720100560059,2.0,2.0,
6788,14720100560059,2.0,2.0,
6789,14720100560066,1.0,2.0,
6790,14720100560066,2.0,2.0,
6791,14720100560073,2.0,2.0,
6792,14720100560073,2.0,2.0,
6793,14720100560080,1.0,2.0,
6794,14720100560080,2.0,2.0,
6795,14720100633001,2.0,2.0,
6796,14720100633001,2.0,2.0,
6797,14720100633002,2.0,2.0,
6798,14720100633002,2.0,2.0,
6799,14720100633003,2.0,2.0,
6800,14720100633003,2.0,2.0,
6801,14720100633004,2.0,2.0,
6802,14720100633004,2.0,2.0,
6803,14720100633005,2.0,1.0,1.0
6804,14720100633005,2.0,2.0,
6805,14720100633006,2.0,2.0,
6806,14720100633006,2.0,2.0,
6807,14720100633007,2.0,2.0,
6808,14720100633007,2.0,2.0,
6809,14720100633008,2.0,2.0,
6810,14720100633008,2.0,2.0,
6811,14720100633019,2.0,2.0,
6812,14720100633019,2.0,2.0,
6813,14720100633052,2.0,2.0,
6814,14720100633052,2.0,2.0,
6815,14720100633058,2.0,2.0,
6816,14720100633058,2.0,2.0,
6817,14720100633064,2.0,2.0,
6818,14720100633064,2.0,2.0,
6819,14720100633070,2.0,2.0,
6820,14720100633070,2.0,2.0,
6821,14720100633076,2.0,2.0,
6822,14720100633076,2.0,2.0,
6823,14720100633082,2.0,2.0,
6824,14720100633082,2.0,2.0,
6825,14720100633088,2.0,2.0,
6826,14720100633088,2.0,2.0,
6827,14720100633094,2.0,2.0,
6828,14720100633094,2.0,2.0,
6829,14720100633100,2.0,2.0,
6830,14720100633100,2.0,2.0,
6831,14720100633106,2.0,2.0,
6832,14720100633106,2.0,2.0,
6833,14720100633117,2.0,2.0,
6834,14720100633117,2.0,2.0,
6835,14720100702001,1.0,1.0,1.0
6836,14720100702001,2.0,1.0,1.0
6837,14720100702002,1.0,1.0,1.0
6838,14720100702002,1.0,1.0,1.0
6839,14720100702003,1.0,1.0,1.0
6840,14720100702003,2.0,1.0,1.0
6841,14720100702004,2.0,2.0,
6842,14720100702004,2.0,2.0,
6843,14720100702005,1.0,2.0,
6844,14720100702005,2.0,2.0,
6845,14720100702006,2.0,2.0,
6846,14720100702006,2.0,2.0,
6847,14720100702007,2.0,2.0,
6848,14720100702007,2.0,2.0,
6849,14720100702008,1.0,1.0,1.0
6850,14720100702008,2.0,1.0,1.0
6851,14720100702009,1.0,2.0,
6852,14720100702009,2.0,2.0,
6853,14720100702010,1.0,2.0,
6854,14720100702010,1.0,2.0,
6855,14720100702011,1.0,2.0,
6856,14720100702011,1.0,2.0,
6857,14720100702012,1.0,2.0,
6858,14720100702012,1.0,2.0,
6859,14720100702013,1.0,2.0,
6860,14720100702013,1.0,2.0,
6861,14720100702014,1.0,2.0,
6862,14720100702014,1.0,2.0,
6863,14720100702015,1.0,2.0,
6864,14720100702015,2.0,2.0,
6865,14720100702016,1.0,2.0,
6866,14720100702016,1.0,2.0,
6867,14720100702017,2.0,2.0,
6868,14720100702017,2.0,2.0,
6869,14720100702018,2.0,2.0,
6870,14720100702018,2.0,2.0,
6871,14720100702019,2.0,2.0,
6872,14720100702019,2.0,2.0,
6873,14720100702020,1.0,2.0,
6874,14720100702020,2.0,2.0,
6875,14730200238003,1.0,2.0,
6876,14730200238003,1.0,2.0,
6877,14730200238022,1.0,2.0,
6878,14730200238022,1.0,2.0,
6879,14730200238041,2.0,2.0,
6880,14730200238041,2.0,2.0,
6881,14730200238060,1.0,2.0,
6882,14730200238060,1.0,2.0,
6883,14730200238079,1.0,2.0,
6884,14730200238079,1.0,2.0,
6885,14730200238098,1.0,2.0,
6886,14730200238098,1.0,2.0,
6887,14730200238117,1.0,2.0,
6888,14730200238117,2.0,2.0,
6889,14730200238136,1.0,2.0,
6890,14730200238136,2.0,2.0,
6891,14730200238155,1.0,2.0,
6892,14730200238155,2.0,2.0,
6893,14730200238174,1.0,2.0,
6894,14730200238174,2.0,2.0,
6895,14730200238193,1.0,2.0,
6896,14730200238193,2.0,2.0,
6897,14730200238212,1.0,2.0,
6898,14730200238212,2.0,2.0,
6899,14730200527001,2.0,2.0,
6900,14730200527001,2.0,2.0,
6901,14730200527002,2.0,2.0,
6902,14730200527002,2.0,2.0,
6903,14730200527003,2.0,2.0,
6904,14730200527003,2.0,2.0,
6905,14730200527004,1.0,2.0,
6906,14730200527004,1.0,2.0,
6907,14730200527005,2.0,2.0,
6908,14730200527005,2.0,2.0,
6909,14730200527006,1.0,2.0,
6910,14730200527006,1.0,2.0,
6911,14730200527007,2.0,2.0,
6912,14730200527007,2.0,2.0,
6913,14730200527008,2.0,2.0,
6914,14730200527008,2.0,2.0,
6915,14730200527009,1.0,2.0,
6916,14730200527009,2.0,2.0,
6917,14730200527010,1.0,2.0,
6918,14730200527010,2.0,2.0,
6919,14730200527011,2.0,2.0,
6920,14730200527011,2.0,2.0,
6921,14730200527012,1.0,2.0,
6922,14730200527012,2.0,2.0,
6923,14730200833004,1.0,2.0,
6924,14730200833004,2.0,2.0,
6925,14730200833013,2.0,2.0,
6926,14730200833013,2.0,2.0,
6927,14730200833014,2.0,2.0,
6928,14730200833014,2.0,2.0,
6929,14730200833015,2.0,2.0,
6930,14730200833015,2.0,2.0,
6931,14730200833016,1.0,2.0,
6932,14730200833016,1.0,2.0,
6933,14730200833021,1.0,2.0,
6934,14730200833021,1.0,2.0,
6935,14730200833106,1.0,2.0,
6936,14730200833106,2.0,2.0,
6937,14730200833123,1.0,2.0,
6938,14730200833123,2.0,2.0,
6939,14730200833140,1.0,2.0,
6940,14730200833140,2.0,2.0,
6941,14730200833157,1.0,2.0,
6942,14730200833157,2.0,2.0,
6943,14730200833174,1.0,2.0,
6944,14730200833174,2.0,2.0,
6945,14730200833191,1.0,2.0,
6946,14730200833191,2.0,2.0,
6947,14740300273001,1.0,2.0,
6948,14740300273001,2.0,2.0,
6949,14740300273002,1.0,2.0,
6950,14740300273002,2.0,2.0,
6951,14740300273003,1.0,2.0,
6952,14740300273003,2.0,2.0,
6953,14740300273004,1.0,2.0,
6954,14740300273004,2.0,2.0,
6955,14740300273005,1.0,2.0,
6956,14740300273005,2.0,2.0,
6957,14740300273006,1.0,2.0,
6958,14740300273006,2.0,2.0,
6959,14740300273007,1.0,2.0,
6960,14740300273007,2.0,2.0,
6961,14740300273008,1.0,2.0,
6962,14740300273008,2.0,2.0,
6963,14740300273009,2.0,2.0,
6964,14740300273009,2.0,2.0,
6965,14740300273010,2.0,2.0,
6966,14740300273010,2.0,2.0,
6967,14740300273011,2.0,2.0,
6968,14740300273011,2.0,2.0,
6969,14740300273012,1.0,2.0,
6970,14740300273012,2.0,2.0,
6971,14740300546001,1.0,2.0,
6972,14740300546001,2.0,2.0,
6973,14740300546013,1.0,2.0,
6974,14740300546013,2.0,2.0,
6975,14740300546025,1.0,2.0,
6976,14740300546025,2.0,2.0,
6977,14740300546037,1.0,2.0,
6978,14740300546037,2.0,2.0,
6979,14740300546049,1.0,2.0,
6980,14740300546049,2.0,2.0,
6981,14740300546061,1.0,2.0,
6982,14740300546061,2.0,2.0,
6983,14740300546073,1.0,2.0,
6984,14740300546073,2.0,2.0,
6985,14740300546085,1.0,2.0,
6986,14740300546085,2.0,2.0,
6987,14740300546097,1.0,2.0,
6988,14740300546097,2.0,2.0,
6989,14740300546109,1.0,2.0,
6990,14740300546109,2.0,2.0,
6991,14740300546121,1.0,2.0,
6992,14740300546121,2.0,2.0,
6993,14740300546133,1.0,2.0,
6994,14740300546133,2.0,2.0,
6995,14740301003006,1.0,2.0,
6996,14740301003006,2.0,2.0,
6997,14740301003030,1.0,2.0,
6998,14740301003030,2.0,2.0,
6999,14740301003054,1.0,2.0,
7000,14740301003054,2.0,2.0,
7001,14740301003078,1.0,2.0,
7002,14740301003078,2.0,2.0,
7003,14740301003126,1.0,2.0,
7004,14740301003126,2.0,2.0,
7005,14740301003161,1.0,2.0,
7006,14740301003161,2.0,2.0,
7007,14740301003174,1.0,2.0,
7008,14740301003174,2.0,2.0,
7009,14740301003176,1.0,2.0,
7010,14740301003176,2.0,2.0,
7011,14740301003180,1.0,2.0,
7012,14740301003180,2.0,2.0,
7013,14740301003222,1.0,2.0,
7014,14740301003222,2.0,2.0,
7015,14740301003246,1.0,2.0,
7016,14740301003246,2.0,2.0,
7017,14740301003268,1.0,2.0,
7018,14740301003268,2.0,2.0,
7019,14750400317001,1.0,2.0,
7020,14750400317001,2.0,2.0,
7021,14750400317002,1.0,2.0,
7022,14750400317002,2.0,2.0,
7023,14750400317003,1.0,2.0,
7024,14750400317003,2.0,2.0,
7025,14750400317004,1.0,2.0,
7026,14750400317004,2.0,2.0,
7027,14750400317005,1.0,2.0,
7028,14750400317005,2.0,2.0,
7029,14750400317006,1.0,2.0,
7030,14750400317006,2.0,2.0,
7031,14750400317007,1.0,2.0,
7032,14750400317007,2.0,2.0,
7033,14750400317008,1.0,2.0,
7034,14750400317008,2.0,2.0,
7035,14750400317009,1.0,2.0,
7036,14750400317009,2.0,2.0,
7037,14750400317010,1.0,2.0,
7038,14750400317010,2.0,2.0,
7039,14750400317011,1.0,2.0,
7040,14750400317011,2.0,2.0,
7041,14750400317012,1.0,2.0,
7042,14750400317012,2.0,2.0,
7043,14750400612001,2.0,2.0,
7044,14750400612001,2.0,2.0,
7045,14750400612002,1.0,2.0,
7046,14750400612002,1.0,2.0,
7047,14750400612003,1.0,2.0,
7048,14750400612003,2.0,2.0,
7049,14750400612004,1.0,2.0,
7050,14750400612004,2.0,2.0,
7051,14750400612005,1.0,2.0,
7052,14750400612005,2.0,2.0,
7053,14750400612006,1.0,2.0,
7054,14750400612006,2.0,2.0,
7055,14750400612007,1.0,2.0,
7056,14750400612007,2.0,2.0,
7057,14750400612008,1.0,2.0,
7058,14750400612008,2.0,2.0,
7059,14750400612009,1.0,2.0,
7060,14750400612009,2.0,2.0,
7061,14750400612010,1.0,2.0,
7062,14750400612010,2.0,2.0,
7063,14750400612011,1.0,2.0,
7064,14750400612011,2.0,2.0,
7065,14750400612012,1.0,2.0,
7066,14750400612012,2.0,2.0,
7067,14750401001001,1.0,2.0,
7068,14750401001001,2.0,2.0,
7069,14750401001002,1.0,2.0,
7070,14750401001002,2.0,2.0,
7071,14750401001003,1.0,2.0,
7072,14750401001003,2.0,2.0,
7073,14750401001004,1.0,2.0,
7074,14750401001004,2.0,2.0,
7075,14750401001005,1.0,2.0,
7076,14750401001005,2.0,2.0,
7077,14750401001006,1.0,2.0,
7078,14750401001006,2.0,2.0,
7079,14750401001007,2.0,2.0,
7080,14750401001007,2.0,2.0,
7081,14750401001008,1.0,2.0,
7082,14750401001008,2.0,2.0,
7083,14750401001009,1.0,2.0,
7084,14750401001009,2.0,2.0,
7085,14750401001010,1.0,2.0,
7086,14750401001010,2.0,2.0,
7087,14750401001011,1.0,2.0,
7088,14750401001011,2.0,2.0,
7089,14750401001012,1.0,2.0,
7090,14750401001012,2.0,2.0,
7091,14760500307001,2.0,2.0,
7092,14760500307001,2.0,2.0,
7093,14760500307002,2.0,2.0,
7094,14760500307002,2.0,2.0,
7095,14760500307003,2.0,2.0,
7096,14760500307003,2.0,2.0,
7097,14760500307004,2.0,2.0,
7098,14760500307004,2.0,2.0,
7099,14760500307005,2.0,2.0,
7100,14760500307005,2.0,2.0,
7101,14760500307006,2.0,2.0,
7102,14760500307006,2.0,2.0,
7103,14760500307007,2.0,2.0,
7104,14760500307007,2.0,2.0,
7105,14760500307008,2.0,2.0,
7106,14760500307008,2.0,2.0,
7107,14760500307009,2.0,2.0,
7108,14760500307009,2.0,2.0,
7109,14760500307010,2.0,2.0,
7110,14760500307010,2.0,2.0,
7111,14760500307011,2.0,2.0,
7112,14760500307011,2.0,2.0,
7113,14760500307012,2.0,2.0,
7114,14760500307012,2.0,2.0,
7115,14760500307013,2.0,2.0,
7116,14760500307013,2.0,2.0,
7117,14760500307014,2.0,2.0,
7118,14760500307014,2.0,2.0,
7119,14760500307015,2.0,2.0,
7120,14760500307015,2.0,2.0,
7121,14760500307016,2.0,2.0,
7122,14760500307016,2.0,2.0,
7123,14760500307017,2.0,2.0,
7124,14760500307017,2.0,2.0,
7125,14760500307018,2.0,2.0,
7126,14760500307018,2.0,2.0,
7127,14760500307019,2.0,2.0,
7128,14760500307019,2.0,2.0,
7129,14760500307020,2.0,2.0,
7130,14760500307020,2.0,2.0,
7131,14760500318001,1.0,2.0,
7132,14760500318001,2.0,2.0,
7133,14760500318002,2.0,2.0,
7134,14760500318002,2.0,2.0,
7135,14760500318003,2.0,2.0,
7136,14760500318003,2.0,2.0,
7137,14760500318004,1.0,2.0,
7138,14760500318004,2.0,2.0,
7139,14760500318005,1.0,2.0,
7140,14760500318005,2.0,2.0,
7141,14760500318006,1.0,2.0,
7142,14760500318006,2.0,2.0,
7143,14760500318007,1.0,2.0,
7144,14760500318007,2.0,2.0,
7145,14760500318008,2.0,2.0,
7146,14760500318008,2.0,2.0,
7147,14760500318009,1.0,2.0,
7148,14760500318009,2.0,2.0,
7149,14760500318010,1.0,2.0,
7150,14760500318010,2.0,2.0,
7151,14760500318011,1.0,2.0,
7152,14760500318011,2.0,2.0,
7153,14760500318012,1.0,2.0,
7154,14760500318012,2.0,2.0,
7155,14760500318013,1.0,2.0,
7156,14760500318013,2.0,2.0,
7157,14760500318014,1.0,2.0,
7158,14760500318014,2.0,2.0,
7159,14760500318015,1.0,2.0,
7160,14760500318015,2.0,2.0,
7161,14760500318016,2.0,2.0,
7162,14760500318016,2.0,2.0,
7163,14760500318017,1.0,2.0,
7164,14760500318017,2.0,2.0,
7165,14760500318018,1.0,2.0,
7166,14760500318018,2.0,2.0,
7167,14760500318019,1.0,2.0,
7168,14760500318019,2.0,2.0,
7169,14760500318020,2.0,2.0,
7170,14760500318020,2.0,2.0,
7171,14760500330001,1.0,2.0,
7172,14760500330001,2.0,2.0,
7173,14760500330002,1.0,2.0,
7174,14760500330002,2.0,2.0,
7175,14760500330003,1.0,2.0,
7176,14760500330003,2.0,2.0,
7177,14760500330004,1.0,2.0,
7178,14760500330004,2.0,1.0,1.0
7179,14760500330005,2.0,1.0,1.0
7180,14760500330005,2.0,1.0,1.0
7181,14760500330006,1.0,2.0,
7182,14760500330006,2.0,2.0,
7183,14760500330007,1.0,2.0,
7184,14760500330007,2.0,2.0,
7185,14760500330008,1.0,2.0,
7186,14760500330008,2.0,2.0,
7187,14760500330009,1.0,2.0,
7188,14760500330009,2.0,2.0,
7189,14760500330010,1.0,2.0,
7190,14760500330010,2.0,2.0,
7191,14760500330011,1.0,2.0,
7192,14760500330011,2.0,2.0,
7193,14760500330012,1.0,2.0,
7194,14760500330012,2.0,2.0,
7195,14760500330013,1.0,2.0,
7196,14760500330013,2.0,2.0,
7197,14760500330014,1.0,2.0,
7198,14760500330014,2.0,2.0,
7199,14760500330015,1.0,2.0,
7200,14760500330015,2.0,2.0,
7201,14760500330016,1.0,2.0,
7202,14760500330016,2.0,2.0,
7203,14760500330017,1.0,2.0,
7204,14760500330017,2.0,2.0,
7205,14760500330018,1.0,2.0,
7206,14760500330018,2.0,2.0,
7207,14760500330019,1.0,2.0,
7208,14760500330019,2.0,2.0,
7209,14760500330021,1.0,2.0,
7210,14760500330021,2.0,2.0,
7211,14760500409001,1.0,2.0,
7212,14760500409001,2.0,2.0,
7213,14760500409002,1.0,2.0,
7214,14760500409002,2.0,2.0,
7215,14760500409003,1.0,2.0,
7216,14760500409003,2.0,2.0,
7217,14760500409004,1.0,2.0,
7218,14760500409004,2.0,2.0,
7219,14760500409005,1.0,2.0,
7220,14760500409005,2.0,2.0,
7221,14760500409006,2.0,2.0,
7222,14760500409006,2.0,2.0,
7223,14760500409007,1.0,2.0,
7224,14760500409007,2.0,2.0,
7225,14760500409008,1.0,2.0,
7226,14760500409008,2.0,2.0,
7227,14760500409009,1.0,2.0,
7228,14760500409009,1.0,2.0,
7229,14760500409010,1.0,2.0,
7230,14760500409010,2.0,2.0,
7231,14760500409011,1.0,2.0,
7232,14760500409011,2.0,2.0,
7233,14760500409012,1.0,2.0,
7234,14760500409012,2.0,2.0,
7235,14760500409013,1.0,2.0,
7236,14760500409013,2.0,2.0,
7237,14760500409014,1.0,2.0,
7238,14760500409014,2.0,2.0,
7239,14760500409015,1.0,2.0,
7240,14760500409015,2.0,2.0,
7241,14760500409016,1.0,2.0,
7242,14760500409016,2.0,2.0,
7243,14760500409017,1.0,2.0,
7244,14760500409017,2.0,2.0,
7245,14760500409018,1.0,2.0,
7246,14760500409018,2.0,2.0,
7247,14760500409019,1.0,2.0,
7248,14760500409019,2.0,2.0,
7249,14760500409020,1.0,2.0,
7250,14760500409020,2.0,2.0,
7251,14760500430001,2.0,2.0,
7252,14760500430001,2.0,2.0,
7253,14760500430002,2.0,2.0,
7254,14760500430002,2.0,2.0,
7255,14760500430003,1.0,2.0,
7256,14760500430003,2.0,2.0,
7257,14760500430004,1.0,2.0,
7258,14760500430004,2.0,2.0,
7259,14760500430005,1.0,2.0,
7260,14760500430005,2.0,2.0,
7261,14760500430006,1.0,2.0,
7262,14760500430006,2.0,2.0,
7263,14760500430007,1.0,2.0,
7264,14760500430007,2.0,2.0,
7265,14760500430008,1.0,2.0,
7266,14760500430008,2.0,2.0,
7267,14760500430009,1.0,2.0,
7268,14760500430009,2.0,2.0,
7269,14760500430010,1.0,2.0,
7270,14760500430010,2.0,2.0,
7271,14760500430011,1.0,2.0,
7272,14760500430011,2.0,2.0,
7273,14760500430012,1.0,2.0,
7274,14760500430012,2.0,2.0,
7275,14760500430013,1.0,2.0,
7276,14760500430013,2.0,2.0,
7277,14760500430014,1.0,2.0,
7278,14760500430014,2.0,2.0,
7279,14760500430015,1.0,2.0,
7280,14760500430015,2.0,2.0,
7281,14760500430016,1.0,2.0,
7282,14760500430016,2.0,2.0,
7283,14760500430017,1.0,2.0,
7284,14760500430017,2.0,2.0,
7285,14760500430018,2.0,2.0,
7286,14760500430018,2.0,2.0,
7287,14760500430019,2.0,2.0,
7288,14760500430019,2.0,2.0,
7289,14760500430020,1.0,2.0,
7290,14760500430020,2.0,2.0,
7291,14760500507001,1.0,2.0,
7292,14760500507001,2.0,2.0,
7293,14760500507002,1.0,2.0,
7294,14760500507002,2.0,2.0,
7295,14760500507003,1.0,2.0,
7296,14760500507003,2.0,2.0,
7297,14760500507004,1.0,2.0,
7298,14760500507004,2.0,2.0,
7299,14760500507005,1.0,2.0,
7300,14760500507005,2.0,2.0,
7301,14760500507006,1.0,2.0,
7302,14760500507006,2.0,2.0,
7303,14760500507007,1.0,2.0,
7304,14760500507007,2.0,2.0,
7305,14760500507008,1.0,2.0,
7306,14760500507008,2.0,2.0,
7307,14760500507009,1.0,2.0,
7308,14760500507009,2.0,2.0,
7309,14760500507010,1.0,2.0,
7310,14760500507010,2.0,2.0,
7311,14760500507011,1.0,2.0,
